"","p.geomean","stat.mean","p.val","q.val","set.size","UTI1","UTI3","UTI6","UTI7","UTI14","UTI17","UTI43","UTI54","UTI56","UTI57","UTI66","UTI68","UTI86"
"eco01130 Biosynthesis of antibiotics",0.887653130785225,-1.56625904804925,0.999999987833128,1,52,0.806674785658804,0.794094565355272,0.963369421569227,0.714327020791126,0.631407174094681,0.980072524519514,0.989376201041997,0.962565655573374,0.980229729739419,0.991757156259878,0.907354599808573,0.988583866265622,0.93760257844494
"eco01100 Metabolic pathways",0.947130426316756,-1.7197218539469,0.999999999670725,1,138,0.935742595329873,0.919535652695533,0.938469873097374,0.909713280920334,0.934197235175451,0.980912604848767,0.994558216153623,0.957919886065869,0.989454832919791,0.971342828013142,0.925042203323856,0.922720013982352,0.938099957222018
"eco02020 Two-component system",0.936661544670722,-1.84441966696,0.999999999731939,1,13,0.981826759777932,0.984296574329353,0.968093009465991,0.971876664129524,0.949746148402696,0.791306104502767,0.9941360649968,0.865442653019572,0.974402119294939,0.92897563569368,0.906650685462691,0.894659515277527,0.989485404035792
"eco01120 Microbial metabolism in diverse environments",0.931851944725803,-1.83508096327584,0.99999999996471,1,51,0.988120049632403,0.899927836171461,0.765614120041417,0.925264099207059,0.865251772905536,0.982069689734548,0.988084237692957,0.988097185930792,0.978214526564298,0.997310508888939,0.9225421071777,0.997511551529714,0.851470861379542
"eco00650 Butanoate metabolism",0.96070231994321,-2.0450968103377,0.999999999995582,1,13,0.976620164173119,0.958805714192548,0.968683167714064,0.930376118254524,0.866591426987857,0.981995804611713,0.988717295927609,0.949155696436068,0.98814982288064,0.98403377279656,0.935366011143859,0.994564547285934,0.974041216667886
"eco01110 Biosynthesis of secondary metabolites",0.945939106589189,-1.91513795057077,0.999999999996006,1,75,0.905801114945402,0.928338423281292,0.98199439418215,0.815880491249974,0.824892962187514,0.996206988157954,0.993024592906584,0.980789270071355,0.993721718907969,0.995602474731378,0.959969342403477,0.977082268563149,0.970341199906916
"eco00520 Amino sugar and nucleotide sugar metabolism",0.945776161103082,-2.16542744543617,0.999999999999457,1,11,0.945607229305793,0.989190551266676,0.983981362237834,0.958792702665065,0.992541640925575,0.986360326503827,0.986626860511574,0.968543454167293,0.992565854594855,0.964061330384099,0.960324424536271,0.640099654571896,0.997609202879003
"eco00040 Pentose and glucuronate interconversions",0.907163621863663,-2.50195369511512,0.999999999999997,1,12,0.998456696199356,0.999674861101314,0.935862893436923,0.999397226281574,0.999016884690258,0.871248724240715,0.979491209891383,0.98471657848809,0.998790137107504,0.875769302853669,0.959763460838853,0.429077865326339,0.998122178563541
"eco00290 Valine, leucine and isoleucine biosynthesis",0.95553809349912,-2.53818282492506,1,1,12,0.872396330647839,0.994814976972628,0.999507589525617,0.925353792082505,0.811348130441298,0.999415918480072,0.98096287816825,0.938833843342782,0.998315936017102,0.974958038173493,0.950613844599108,0.998666548158428,0.999541064272199
"eco00052 Galactose metabolism",0.979165508142643,-3.09004561848897,1,1,13,0.999441714526148,0.999397109114489,0.994360637769572,0.996777817290733,0.999868662074633,0.999687030203773,0.997116413018789,0.997350619877372,0.998144471842331,0.955137282810552,0.993085650547887,0.816715448042732,0.999480017769291
"eco01210 2-Oxocarboxylic acid metabolism",0.966150164257189,-2.63422398144621,1,1,17,0.893405685189518,0.992815139525233,0.999510102229751,0.944061547177992,0.816568486951009,0.999065141701388,0.987829912802772,0.983654634923129,0.999472420027693,0.993852365360641,0.970842398859131,0.999703474370307,0.999198453539399
"eco01230 Biosynthesis of amino acids",0.979129659538251,-2.84662317308872,1,1,36,0.910521152484019,0.994199980820458,0.999727640589585,0.926209141147646,0.933006659608914,0.999871080273217,0.999666447544066,0.998098476119091,0.999921931086935,0.999706594837505,0.977384678102308,0.998468008745502,0.998786211743311
"eco00970 Aminoacyl-tRNA biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02030 Bacterial chemotaxis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02040 Flagellar assembly",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02060 Phosphotransferase system (PTS)",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03018 RNA degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03020 RNA polymerase",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03030 DNA replication",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03060 Protein export",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03070 Bacterial secretion system",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03410 Base excision repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03420 Nucleotide excision repair",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03430 Mismatch repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03440 Homologous recombination",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco04122 Sulfur relay system",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00010 Glycolysis / Gluconeogenesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00030 Pentose phosphate pathway",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00053 Ascorbate and aldarate metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00061 Fatty acid biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00071 Fatty acid degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00190 Oxidative phosphorylation",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00250 Alanine, aspartate and glutamate metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00280 Valine, leucine and isoleucine degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00281 Geraniol degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00300 Lysine biosynthesis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00310 Lysine degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00330 Arginine and proline metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00332 Carbapenem biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00340 Histidine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00350 Tyrosine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00360 Phenylalanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00361 Chlorocyclohexane and chlorobenzene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00362 Benzoate degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00364 Fluorobenzoate degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00380 Tryptophan metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00401 Novobiocin biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00410 beta-Alanine metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00440 Phosphonate and phosphinate metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00450 Selenocompound metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00460 Cyanoamino acid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00473 D-Alanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00480 Glutathione metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00500 Starch and sucrose metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00511 Other glycan degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00521 Streptomycin biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00523 Polyketide sugar unit biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00540 Lipopolysaccharide biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00550 Peptidoglycan biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00561 Glycerolipid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00562 Inositol phosphate metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00564 Glycerophospholipid metabolism",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00565 Ether lipid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00590 Arachidonic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00592 alpha-Linolenic acid metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00600 Sphingolipid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00621 Dioxin degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00622 Xylene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00623 Toluene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00625 Chloroalkane and chloroalkene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00626 Naphthalene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00627 Aminobenzoate degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00630 Glyoxylate and dicarboxylate metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00633 Nitrotoluene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00640 Propanoate metabolism",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00660 C5-Branched dibasic acid metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00670 One carbon pool by folate",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00680 Methane metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00730 Thiamine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00740 Riboflavin metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00750 Vitamin B6 metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00760 Nicotinate and nicotinamide metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00770 Pantothenate and CoA biosynthesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00780 Biotin metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00785 Lipoic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00790 Folate biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00860 Porphyrin and chlorophyll metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00900 Terpenoid backbone biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00903 Limonene and pinene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00910 Nitrogen metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00920 Sulfur metabolism",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00930 Caprolactam degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01040 Biosynthesis of unsaturated fatty acids",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01053 Biosynthesis of siderophore group nonribosomal peptides",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01212 Fatty acid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01220 Degradation of aromatic compounds",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
