"","p.geomean","stat.mean","p.val","q.val","set.size","UTI1","UTI3","UTI6","UTI7","UTI14","UTI17","UTI43","UTI54","UTI56","UTI57","UTI66","UTI68","UTI86"
"eco00260 Glycine, serine and threonine metabolism",0.104238157443366,-1.27753543884532,6.94231247236647e-06,9.5456796495039e-06,12,0.239545080302173,0.172188479519634,0.080480925581249,0.236139353247301,0.22923174818654,0.0202755976235441,0.039850933077724,0.144210864284048,0.0786936303024367,0.0243746579113213,0.165316715042433,0.254211212352144,0.10162961396827
"eco00620 Pyruvate metabolism",0.120755858588498,-1.17384526099465,2.05289855664986e-05,2.65669224978217e-05,14,0.087329415530213,0.314291828988222,0.216432310211423,0.141805077779116,0.195055014513258,0.134138440392396,0.107527198422465,0.110749062380355,0.154762013654384,0.098340137224501,0.123938960141463,0.0162028986406803,0.144722049612432
"eco00270 Cysteine and methionine metabolism",0.14688923532434,-0.998617168514383,0.000264376670915777,0.000323127042230394,11,0.24575656540519,0.246072736870932,0.128410885612693,0.396656354470931,0.310725404470651,0.0763965001924877,0.0278399819993701,0.108593313046531,0.062031029195862,0.0439741643084033,0.255642748728902,0.591276633770305,0.162604173504438
"eco00051 Fructose and mannose metabolism",0.218228883569882,-0.731476332855681,0.00528623750565063,0.00612090658549021,10,0.0916867768972404,0.131823932182054,0.488321314091622,0.228255856525736,0.134150187063276,0.135303938067317,0.651769683735713,0.110369251736598,0.176539892537391,0.205155163363097,0.277373475151273,0.407145765597346,0.353872072530974
"eco00240 Pyrimidine metabolism",0.789765353844834,0.92946235368315,0.999461859977938,1,14,0.908441919672421,0.928522745258742,0.601326995726207,0.943991687782625,0.914727501757125,0.75418056529785,0.756598151346935,0.670387496470302,0.818465922392808,0.679828107779489,0.730165297844631,0.892044061137,0.765845136109516
"eco00230 Purine metabolism",0.967194481864748,1.97042816346579,0.999999999995464,1,17,0.98225737270541,0.990700181125293,0.943744769187555,0.985205834264594,0.969484621943127,0.964024934507361,0.950295645786708,0.969295435593075,0.985873348872559,0.972952734625375,0.943541316166554,0.956235661686038,0.961496333434419
"eco03010 Ribosome",0.99999994934658,7.55950448442797,1,1,47,0.999999999956214,0.999999999994681,0.999999997709823,0.99999999997797,0.99999999999664,0.999999999815524,0.99999999978194,0.999999993859086,0.999999999525215,0.999999998670576,0.99999935982042,0.999999999513894,0.999999992883739
"eco00970 Aminoacyl-tRNA biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02030 Bacterial chemotaxis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02040 Flagellar assembly",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02060 Phosphotransferase system (PTS)",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03018 RNA degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03020 RNA polymerase",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03030 DNA replication",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03060 Protein export",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03070 Bacterial secretion system",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03410 Base excision repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03420 Nucleotide excision repair",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03430 Mismatch repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03440 Homologous recombination",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco04122 Sulfur relay system",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00010 Glycolysis / Gluconeogenesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00030 Pentose phosphate pathway",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00053 Ascorbate and aldarate metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00061 Fatty acid biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00071 Fatty acid degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00190 Oxidative phosphorylation",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00250 Alanine, aspartate and glutamate metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00280 Valine, leucine and isoleucine degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00281 Geraniol degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00300 Lysine biosynthesis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00310 Lysine degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00330 Arginine and proline metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00332 Carbapenem biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00340 Histidine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00350 Tyrosine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00360 Phenylalanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00361 Chlorocyclohexane and chlorobenzene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00362 Benzoate degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00364 Fluorobenzoate degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00380 Tryptophan metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00401 Novobiocin biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00410 beta-Alanine metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00440 Phosphonate and phosphinate metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00450 Selenocompound metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00460 Cyanoamino acid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00473 D-Alanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00480 Glutathione metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00500 Starch and sucrose metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00511 Other glycan degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00521 Streptomycin biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00523 Polyketide sugar unit biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00540 Lipopolysaccharide biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00550 Peptidoglycan biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00561 Glycerolipid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00562 Inositol phosphate metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00564 Glycerophospholipid metabolism",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00565 Ether lipid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00590 Arachidonic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00592 alpha-Linolenic acid metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00600 Sphingolipid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00621 Dioxin degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00622 Xylene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00623 Toluene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00625 Chloroalkane and chloroalkene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00626 Naphthalene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00627 Aminobenzoate degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00630 Glyoxylate and dicarboxylate metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00633 Nitrotoluene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00640 Propanoate metabolism",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00660 C5-Branched dibasic acid metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00670 One carbon pool by folate",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00680 Methane metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00730 Thiamine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00740 Riboflavin metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00750 Vitamin B6 metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00760 Nicotinate and nicotinamide metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00770 Pantothenate and CoA biosynthesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00780 Biotin metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00785 Lipoic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00790 Folate biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00860 Porphyrin and chlorophyll metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00900 Terpenoid backbone biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00903 Limonene and pinene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00910 Nitrogen metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00920 Sulfur metabolism",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00930 Caprolactam degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01040 Biosynthesis of unsaturated fatty acids",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01053 Biosynthesis of siderophore group nonribosomal peptides",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01212 Fatty acid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01220 Degradation of aromatic compounds",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
