"","p.geomean","stat.mean","p.val","q.val","set.size","UTI1","UTI3","UTI6","UTI7","UTI14","UTI17","UTI43","UTI54","UTI56","UTI57","UTI66","UTI68","UTI86"
"eco01110 Biosynthesis of secondary metabolites",0.911843088164396,-1.59031869747737,0.999999993689109,1,74,0.875655115811933,0.864226351791691,0.958304529706856,0.735501087830183,0.742252274749059,0.987888723674854,0.972969784108309,0.972248143678315,0.983204700973847,0.987728084650628,0.931659164553642,0.963297631166867,0.934284274293488
"eco01120 Microbial metabolism in diverse environments",0.916928437976237,-1.67700025201705,0.99999999885326,1,55,0.987219140770642,0.870419546017788,0.757316750341865,0.894235469581615,0.848001955327525,0.977131409232326,0.973965263155948,0.983321011937675,0.973074276874113,0.995137537945738,0.86814231011056,0.994109400925321,0.839162898705009
"eco02020 Two-component system",0.942606541284654,-1.89494341225288,0.999999999921696,1,14,0.983178317289883,0.986006872489069,0.978676460851209,0.974929548236707,0.956497831961901,0.815917949768424,0.993377174062867,0.902684653394008,0.980590663310311,0.926446045873216,0.896125065226964,0.887568242723369,0.991544594920758
"eco00650 Butanoate metabolism",0.959441166186642,-1.94131603703652,0.999999999966067,1,13,0.985176569493897,0.9475371272582,0.953421609705369,0.938510438062387,0.912773736506717,0.971642364765288,0.983697244875015,0.980878030900421,0.986799865269511,0.966680763334841,0.929118405006854,0.967365113623891,0.952542670882936
"eco01210 2-Oxocarboxylic acid metabolism",0.948005161549174,-2.30980863116208,0.999999999999989,1,15,0.846166836400354,0.981245285434877,0.998713040872521,0.903378495326045,0.740273275360726,0.996109280684334,0.975528526662711,0.982685781968179,0.998710537809025,0.983151826156855,0.964358086539596,0.998600898655513,0.997587198507113
"eco01230 Biosynthesis of amino acids",0.952235498117692,-2.2460457234479,0.999999999999998,1,33,0.855531557012698,0.974741563949211,0.997166442375101,0.848247459764805,0.840386603896985,0.998157284359923,0.995695456095346,0.994001988561558,0.999091989343789,0.99802636050238,0.917698263996187,0.996294918254508,0.99136558952382
"eco00040 Pentose and glucuronate interconversions",0.935309764063503,-2.81854135191665,1,1,15,0.998870682461503,0.999937853182272,0.976520697961008,0.999807684964357,0.999575067484723,0.929801045876049,0.983681955330698,0.995837843974821,0.999470075457333,0.825864236178494,0.988867994829788,0.57863890151943,0.99969542927293
"eco00052 Galactose metabolism",0.980404281493383,-3.43866858437577,1,1,16,0.999877239679627,0.999859853280055,0.998689568407576,0.998704440242332,0.999962974041082,0.999922538974386,0.999329392645855,0.999243049715599,0.999433400152943,0.962634817118327,0.990206962164406,0.815210078453698,0.999938445942185
"eco00970 Aminoacyl-tRNA biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02030 Bacterial chemotaxis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02040 Flagellar assembly",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco02060 Phosphotransferase system (PTS)",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03018 RNA degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03020 RNA polymerase",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03030 DNA replication",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03060 Protein export",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03070 Bacterial secretion system",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03410 Base excision repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03420 Nucleotide excision repair",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03430 Mismatch repair",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco03440 Homologous recombination",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco04122 Sulfur relay system",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00010 Glycolysis / Gluconeogenesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00030 Pentose phosphate pathway",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00051 Fructose and mannose metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00053 Ascorbate and aldarate metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00061 Fatty acid biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00071 Fatty acid degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00121 Secondary bile acid biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00190 Oxidative phosphorylation",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00250 Alanine, aspartate and glutamate metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00280 Valine, leucine and isoleucine degradation",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00281 Geraniol degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00290 Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00300 Lysine biosynthesis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00310 Lysine degradation",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00330 Arginine and proline metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00332 Carbapenem biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00340 Histidine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00350 Tyrosine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00360 Phenylalanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00361 Chlorocyclohexane and chlorobenzene degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00362 Benzoate degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00364 Fluorobenzoate degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00380 Tryptophan metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00401 Novobiocin biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00410 beta-Alanine metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00440 Phosphonate and phosphinate metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00450 Selenocompound metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00460 Cyanoamino acid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00473 D-Alanine metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00480 Glutathione metabolism",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00500 Starch and sucrose metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00511 Other glycan degradation",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00520 Amino sugar and nucleotide sugar metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00521 Streptomycin biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00523 Polyketide sugar unit biosynthesis",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00540 Lipopolysaccharide biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00550 Peptidoglycan biosynthesis",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00561 Glycerolipid metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00562 Inositol phosphate metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00564 Glycerophospholipid metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00565 Ether lipid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00590 Arachidonic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00592 alpha-Linolenic acid metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00600 Sphingolipid metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00621 Dioxin degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00622 Xylene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00623 Toluene degradation",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00625 Chloroalkane and chloroalkene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00626 Naphthalene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00627 Aminobenzoate degradation",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00633 Nitrotoluene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00640 Propanoate metabolism",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00660 C5-Branched dibasic acid metabolism",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00670 One carbon pool by folate",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00680 Methane metabolism",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00730 Thiamine metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00740 Riboflavin metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00750 Vitamin B6 metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00760 Nicotinate and nicotinamide metabolism",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00770 Pantothenate and CoA biosynthesis",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00780 Biotin metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00785 Lipoic acid metabolism",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00790 Folate biosynthesis",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00860 Porphyrin and chlorophyll metabolism",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00900 Terpenoid backbone biosynthesis",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00903 Limonene and pinene degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00910 Nitrogen metabolism",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00920 Sulfur metabolism",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco00930 Caprolactam degradation",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01040 Biosynthesis of unsaturated fatty acids",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01053 Biosynthesis of siderophore group nonribosomal peptides",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01212 Fatty acid metabolism",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eco01220 Degradation of aromatic compounds",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
