"","ur_rpkms_means","uti_rpkms_means"
"16597_anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_B",4.14184301366086,6.11503549011777
"15199_yhbU_1",5.41767186579516,7.93501964353399
"17615_rapA",5.30757200174707,7.75462962457191
"15177_wzb",2.01024254364191,2.93213339928615
"16386_hypothetical_protein",3.56675274828181,5.19404507002525
"18621_flgD_2",3.01894500162944,4.39547123870215
"16394_acrE",1.19521962252844,1.73098711557074
"18355_rlmF",3.87369535437849,5.57649711760481
"15461_fadL",5.39431464470429,7.74922004082171
"15899_sdaC",4.99893756002484,7.17534981351911
"15663_rlmN",5.64693859289595,8.10190545577782
"18671_potB",3.88660843786682,5.5738561160772
"15867_queD",4.78175395282098,6.85607731713898
"16389_dusC_2",8.10170354414656,11.5597103109663
"17215_phnD",0.918245759525657,1.30727167307139
"15038_tyrP",3.76536541795431,5.33345002744407
"16319_obgE",5.9042930883841,8.35473794276106
"17032_sbp",3.10894620776831,4.39466899070143
"15273_hypothetical_protein",5.19041823812489,7.33519090583796
"14969_purT",3.09898921422176,4.37928819468154
"15136_plaP",6.7374842778265,9.49895961489512
"17286_hypothetical_protein",4.22225602434674,5.9394119217169
"15642_uraA",3.2059330015183,4.50512250095206
"17614_rluA",4.54793045611326,6.38706315655251
"16707_adhB",2.35207548717716,3.29957267784503
"15705_tadA",4.70328365584036,6.5887718956952
"15532_htrB_1",5.62853386801304,7.84057415976663
"16501_mrcA",3.92365240032404,5.46486502833533
"16299_deaD",6.4692133231237,9.00030697880684
"17530_prfC",5.35132016315909,7.42149701122856
"18197_spoVD",5.13571028847118,7.1222779002076
"16674_cspA",9.9506228233979,13.7412361963095
"18873_ttcA",5.10359507510486,7.0214619887932
"17028_cpxP",4.83177386234008,6.64402141509286
"16578_yhhQ",3.89236202873831,5.32662032478824
"18237_LexA_regulated_protein",5.31957231424251,7.27703924573707
"17033_cdh",4.65981684982958,6.34293275413107
"15272_dusC_1",4.43753307320508,6.03796259442882
"15303_Flagellin_N-methylase",2.32729964328807,3.16442536273644
"15307_yeiU",4.97826314730318,6.76359457024889
"18063_gsk",5.521353935188,7.49639744247547
"17211_phnH",0.633467465772278,0.860028276031606
"17757_dkgB",4.38345943120869,5.91428245651519
"18494_pyrD",4.97769184334013,6.70956086949067
"14905_yeaN",3.18215461347183,4.28690469687377
"18590_csgC",2.68546344503837,3.61754011636357
"18509_yccS_2",3.61553279205009,4.8640036544637
"16390_fis",6.93620028892187,9.32795144510704
"16791_uhpA",3.77376275683677,5.0650422931275
"17164_pspG",5.12480532040203,6.86778143542338
"16014_yjcD_1",4.23985334139005,5.67290037638592
"15894_truC",4.09570363619823,5.47825132409042
"16827_rnpA",7.12490251061635,9.51864786545032
"15654_guaB",7.38683827674949,9.86801393671195
"16131_pitA_1",4.96061013491052,6.62377144820785
"16972_yihG",4.47602851248178,5.97543056185337
"14873_ydjZ_1",2.54355535960213,3.39540012697683
"18672_potA_2",5.8047035127823,7.74624916024086
"17086_trmA",5.26348033802303,7.02275903062392
"16759_pyrE",4.21552387260071,5.6242791279492
"15787_proX",5.11225782772204,6.81725371551031
"18677_purB",5.94968027324436,7.9148672519831
"16823_recF_1",5.21037979713681,6.93034517477411
"15178_Polysaccharide_biosynthesis-export_protein",1.69975534146194,2.25853039592607
"19159_rnt",5.44403543548281,7.22585905873964
"16388_prmA",5.28174221967084,6.99666854332903
"18735_prmC",4.85076123481815,6.42282508703027
"16281_elfC_1",5.35149394628662,7.07883450628411
"15644_purM",4.73116078469412,6.23919032721174
"15529_hypothetical_protein",3.11900770039721,4.10820943620933
"16809_ibpB",4.75593994120244,6.26383781541529
"17045_menA",4.40980080358821,5.79552365364914
"15895_hypothetical_protein",4.8700313838163,6.38045849130181
"16752_rpmG",6.13394591089526,8.00736078048838
"18223_miaB",5.58465308482464,7.25322172279634
"14897_mipA_1",7.76122569663561,10.0711771549367
"15746_rplS",8.79139295520577,11.4075752159005
"17655_mutT",3.8644711841481,5.00550492247825
"19135_rnfC",4.56959198071728,5.91502959392811
"14940_rlmA",4.77086643741731,6.15996586818687
"17699_gluQ",5.11309916079493,6.60020029269214
"18778_putative_acyl-CoA_thioester_hydrolase",5.6578733963479,7.26601817881031
"16380_mreC",4.90530131825917,6.28852377622414
"17567_yaaH",5.41494063780596,6.93305345284399
"18601_moeZ",6.04272069363578,7.72944837431558
"16439_rpsS",9.33929508926003,11.9443930993096
"16434_rpsQ",8.71389013112995,11.1414285292003
"17199_hypothetical_protein",1.57718961782662,2.01163060183968
"16303_truB",5.62102557725591,7.16161555012561
"16659_eptB",3.75924357192934,4.78740710481842
"19182_pykF",7.89129351460336,10.0493087083719
"17568_hypothetical_protein",2.42254255473177,3.0845996309012
"17120_purH",4.56746385332765,5.81076775260193
"17216_phnC",0.550742580187432,0.700211983624321
"16828_yidC",7.58801237438075,9.64305287250025
"16731_gpmI",6.50559730011762,8.24970682480926
"17312_rpsR",8.04727494072486,10.1972239321848
"17928_codB",3.2398405728136,4.10333653399629
"18872_dbpA",4.08662820479017,5.16977578939755
"15235_thiD",2.05134793285561,2.5905020508844
"15014_flhB_1",1.77044657800839,2.23421209467221
"17051_rpmE",8.39074955751014,10.5775974465109
"17177_soxS",4.96204833477419,6.24998067148834
"18368_yheS_2",6.42278540063276,8.0810871367417
"15288_lysP",5.90118105756634,7.40995835002963
"16142_hypothetical_protein",2.65394456820107,3.32893727118551
"16789_uhpC",3.68718424087242,4.62094166392283
"15722_srmB",6.51893068616109,8.16760690545737
"17841_gpt",7.15722968427262,8.96574623424368
"19134_rnfB",4.95118977877731,6.20135074069721
"15353_hypothetical_protein",1.47492692317882,1.84679075964094
"15381_menE",4.68449980158206,5.86492984820359
"15354_hypothetical_protein",2.12484353796143,2.66013948242086
"17679_gcd",4.89727967620891,6.1261140323134
"18683_hypothetical_protein",3.94358504619679,4.92828368719883
"18668_ymfA",3.59447719511554,4.48981218842805
"19138_rnfE",6.01145681277115,7.50280131340187
"16411_rsmB",5.76559488086986,7.19022457088873
"18636_fabH",6.83708964005334,8.52004626037697
"18459_cmk",8.2804106225055,10.3170060381434
"16304_rbfA",6.26199964624659,7.79880554665894
"15664_ndk",9.32280030558846,11.6043808941551
"16307_rimP",7.81649906742137,9.72657565414206
"18108_purK",4.05365633526425,5.04027186195279
"15747_trmD",10.2797893333851,12.7507070649392
"17511_holD",6.58211619805178,8.16159098644647
"18635_plsX",6.52639305919985,8.08625016409612
"16868_mnmG",7.15829123164867,8.85608228568024
"18808_translation_initiation_factor_Sui1",5.2510228544695,6.49440015168049
"17050_priA",4.18297439893379,5.17282370782051
"18516_rlmI",5.98609073155584,7.39988787698147
"15657_der",7.26234464846776,8.94481060811949
"16428_rplF",10.4419079958695,12.8607312912881
"16875_potassium_transport_protein_Kup",4.27294498536005,5.25871046525405
"17606_folA",6.37951250386966,7.84667656771882
"16438_rplV",9.91702685797683,12.1947793864845
"18670_ydcV_2",5.39819600091176,6.62813044206018
"18000_pgpA",4.3996956415253,5.40046682344244
"16306_hypothetical_protein",8.45217966247142,10.3744725512542
"16687_hypothetical_protein",6.49384684554311,7.95534806187679
"16957_rfaH",5.84572903462559,7.16088980377979
"18807_pyrF",4.72848223642932,5.79190610556075
"16417_rplQ",8.23810785529506,10.0888876570402
"16784_nepI",4.13027742948353,5.05408882965671
"17019_rhaB",1.05842177390206,1.29446148148155
"15748_rimM",9.32573220308747,11.4038780864391
"16437_rpsC",9.83154922812113,12.0045090987719
"16444_rpsJ",9.63123007916513,11.7482870609496
"16430_rpsN",10.2478430311898,12.4983513573229
"14851_ydjM",4.41054094876647,5.37447308356408
"15010_argS",6.17413568533453,7.52198511430977
"19137_rnfG",4.88901789481689,5.9529282169355
"15384_menH",4.76804988449391,5.80207821744055
"18497_rlmL",6.03320995813618,7.34118318653208
"16097_hypothetical_protein",5.65622053244196,6.87863615883095
"16432_rplX",11.6784112823044,14.1908502377747
"17097_rplJ",12.0585172491945,14.6477343501604
"16897_rep",5.52803357244956,6.7137027700018
"16786_yicO",6.31676826661609,7.66946650214503
"15176_wzc",2.47542461467352,3.00452549891868
"18929_yhbU_3",4.33739071110425,5.26352173317449
"18019_muropeptide_transporter",4.84539820529096,5.87654975382316
"19163_sodB",7.2375202153112,8.77136420866506
"18463_msbA",6.22291965603378,7.53755032795694
"16442_rplD",9.60149132449192,11.6281497121926
"15318_rplY",9.61982235362982,11.6362367904446
"17724_pyrH",7.55697577871478,9.13963305992436
"18198_rlmH",5.35278025177756,6.47315804638606
"16426_rpsE",9.79072755101564,11.8285093502953
"16305_infB",8.30892182916803,10.0328949753241
"16207_yqjI",4.63667071096574,5.58726900779964
"16420_rpsK",11.2288497324128,13.5296976636165
"16441_rplW",9.83841932632465,11.8360933465481
"16443_rplC",10.6758672801145,12.8414351335337
"16577_tusA_2",6.73235604565095,8.09665870374032
"16418_rpoA",10.865817867032,13.0639780756045
"17723_tsf",10.4409849494874,12.5454597392984
"16436_rplP",10.687714111406,12.8404845163058
"17685_icaB",4.85904690270145,5.83275212270035
"16425_rpmD",9.46812348251114,11.3645135729248
"18503_fabA",6.94825060037732,8.33914769644047
"16451_rpsL",9.2932850973641,11.138563776013
"18498_uup",6.29326914165713,7.54052183435363
"15653_guaA",7.51581670220692,9.00408210672908
"18460_rpsA",10.2768586294747,12.3052682284078
"19027_hypothetical_protein",3.77807080433686,4.52070513440383
"18974_fdnG_1",4.79126071698662,5.73277864560503
"16421_rpsM",11.2175263275615,13.4100724493335
"15169_gmd",2.18858423925495,2.61609714820953
"18633_hypothetical_protein",9.94654819282668,11.8878209871109
"18814_hypothetical_protein",4.77951349402489,5.70959811049356
"16435_rpmC",7.95995164138001,9.50105369115147
"15182_udk",6.74189982470264,8.04489558753058
"18727_pth",5.63039649913899,6.71848557928906
"16982_typA",7.91494822248356,9.44264365929924
"16419_rpsD",12.1731305328616,14.5202493373063
"14889_sppA",6.70188571587427,7.99159032667516
"17114_hypothetical_protein",6.17154567754963,7.35555722699809
"15088_dcm",5.98374844729089,7.12967017967658
"16740_rfaC",6.205140034451,7.39221810138048
"16362_rplM",10.5941172776561,12.6133486253523
"18110_lpxH",4.78446509566437,5.69380399296469
"17512_mshD",6.24271282139014,7.42612178596012
"17676_speE",8.11408420430101,9.65172672484746
"16457_phi_X174_lysis_protein",4.61842012451185,5.49254180959757
"16241_yqjF",3.87193468106312,4.60137010030889
"15274_yohK",4.16286112076557,4.94682587125814
"17984_proY",5.16905495366168,6.1394742735851
"15236_thiM",3.18660804547258,3.7839369327357
"17096_rplA",10.1147487761304,12.0080993075497
"15736_rluD",7.11438868032778,8.44171177380565
"18055_dnaX",6.34677975636031,7.52902087168398
"17218_hypothetical_protein",8.60722264037039,10.2098987294553
"18518_tusE",6.3063984574141,7.47906648888577
"16753_rpmB",9.94869305988865,11.7951464198169
"16202_rpsU",8.02580203530875,9.51309563437119
"14872_xthA",6.35431125190706,7.5271852727069
"17098_rplL",12.8758888445155,15.2504230805107
"17313_rplI",8.55976377739584,10.1315941798428
"16450_rpsG",9.99623473441132,11.829413504842
"17737_rnhB",6.23423363775901,7.3758531143883
"16424_rplO",9.80723966861064,11.5989901896247
"15656_TFIIB_zinc-binding_protein",5.20910248598824,6.15844973413882
"16322_rplU",11.0242321347859,13.0319789287104
"18678_hflD",6.80660484646477,8.04084423752221
"16449_fusA",10.5309887022133,12.435606772323
"16302_rpsO",9.74078210394201,11.4798516992804
"17580_rpsT",10.3780029988921,12.230176865854
"16470_pabA",3.97202879514333,4.6764136811085
"18046_tomB",9.67453642115514,11.3869812629384
"19033_sotB",5.0056063268692,5.8915331853486
"15345_apbE",4.71430897897748,5.54664327589789
"16292_GIY-YIG_nuclease_superfamily_protein",5.75530963173254,6.77035940945808
"16956_tatD",4.37835966639015,5.14934467866751
"17972_aroL",6.3555251387987,7.47279512636431
"18318_ybhC",5.8594478281467,6.88851541719951
"16506_hslO",6.32245085506778,7.43032136486757
"17712_hypothetical_protein",5.0460026182994,5.92692093179294
"18976_fdnH_2",4.93247670929459,5.79250261567916
"16725_trmL",4.74847732054805,5.57354738011835
"17500_phosphoglycerol_transferase_I",4.34174610774913,5.09288021803551
"16505_hslR",7.11904322640497,8.34724974696494
"18626_flgI_2",3.15387777237887,3.69661173186383
"17342_ppa",8.91708724866829,10.4497925502347
"18054_apt",6.81684387685212,7.98818462197635
"18022_tig",9.30932400636156,10.9079309156308
"15057_putative_inner_membrane_protein",4.2445779994303,4.96790791057458
"16379_mreD",7.00353181149912,8.19377517046884
"17736_lpxB",6.15779840168161,7.20430621038619
"15429_cvpA",6.19782292892929,7.24988768394199
"15749_rpsP",10.7972836507022,12.627128612687
"18637_fabD",8.26766019370237,9.66615400255322
"15812_norV",2.13141683438001,2.4916367664288
"15034_hypothetical_protein",7.49186595079768,8.75156337084461
"16915_wecG",5.71089446986026,6.66937189898166
"16422_rpmJ",10.7503363922315,12.5538819021224
"16771_trmH",5.66796161721659,6.60787541616552
"18679_mnmA",7.0812323246261,8.25147008395526
"16504_yrfG",6.76516257810237,7.8806716817364
"17310_rpsF",9.84621185490442,11.4697169400444
"17276_queG",5.20192246270274,6.05464838802544
"16429_rpsH",11.3847122052994,13.2493077429187
"16431_rplE",10.9197813640598,12.6988442604751
"15304_yeiP",7.49884672183939,8.71959204275498
"17095_rplK",10.110333677814,11.755691421481
"19112_folM",4.2531836169324,4.94375237015867
"17722_rpsB",11.5433432532732,13.4118219002785
"18383_yliE",3.57894928500283,4.15760909628701
"15727_rlmB_1",5.71054684217441,6.62853609437801
"18166_ybdO_1",1.91848016666266,2.22612297509536
"16973_hypothetical_protein",1.54837428895159,1.7966656071131
"16094_hemN_1",5.66624292478348,6.57043332978709
"17272_mscM",3.78279718233882,4.38484437521864
"17988_tgt",7.78155857052955,9.01919231095034
"16433_rplN",11.6471815331419,13.493003804774
"18499_pqiA",5.43980842227917,6.30106444535693
"15526_putative_transporter_YfdV",1.55414033655823,1.79784203772356
"16826_rpmH",9.86908620257755,11.4002723286988
"14978_znuA",5.89954975719738,6.81285042344222
"15319_yejK",6.68345667540795,7.71810982087685
"18681_rluE",6.4502415753086,7.44335006063236
"19139_nth",5.10060293981783,5.88568086451418
"18232_glnS",7.33929602982108,8.46651553535373
"16412_trkA",5.42083551207422,6.25324900245039
"15413_pta",7.68844546576193,8.86896524425453
"18433_infA",10.7532873499687,12.3983232664457
"16055_pgk",8.38124409694514,9.66139359179847
"15713_rnc",7.96523689764487,9.16337461965183
"17100_rpoC",8.47301732270193,9.74394272505274
"14984_ruvC",6.11437290043879,7.03046798223696
"16160_parC",5.85790679364701,6.73330596784857
"15777_stpA",6.93924852338451,7.9700223586538
"16810_ibpA",7.95005515633913,9.13074901689466
"18726_ychF",7.96027964927343,9.13988780821264
"16473_ppiA",7.06823486535842,8.11421081517129
"16719_hypothetical_protein",7.66250031740335,8.79502858214536
"18510_yccF",5.65503109646224,6.48959840715146
"16361_rpsI",7.66429899366796,8.78687340893627
"16732_envC",6.38257492193147,7.30829317699254
"15550_gltX",8.56460556585085,9.80502488579195
"16054_fbaA",8.71209541338911,9.95677087855058
"17734_fabZ",9.72272217399001,11.1104709153786
"16907_wbpA",5.54364942893887,6.33423505336578
"15643_upp",8.15443989642095,9.31595472812403
"15098_zinT",4.0837177485556,4.66513550265332
"15521_emrY",4.2340006051875,4.83276309163559
"16462_yheS_1",6.06954778853619,6.92769913307219
"16410_fmt",7.44639752875663,8.4913442809375
"17040_glpX",5.791807248902,6.60000317936112
"18504_lon_2",7.09572386466294,8.07793015161727
"15720_nadB",4.40883726604775,5.01199165328347
"17513_yjjG",5.08506451964883,5.77761517997763
"16463_putative_hydrolase",4.98508657628164,5.66376469383876
"18634_rpmF",8.50145480334755,9.65518921156315
"17288_nsrR",6.93723827647101,7.86281233731681
"16369_bhsA_1",8.95469172414957,10.145868709803
"18820_sapB",3.9567829307598,4.48239962182988
"15732_lipoprotein",3.62101739163394,4.10136880041604
"18734_prfA_2",7.39026467676729,8.36953904325185
"15412_ackA",9.55000450891863,10.811835992879
"17094_hypothetical_protein",8.52442131435112,9.64830179461383
"19037_hypothetical_protein",3.9691513483413,4.49102459003373
"15437_flk",5.67636373170528,6.41859973121426
"18644_holB",5.93905882796087,6.71207287310059
"18500_pqiB_2",6.42963268815133,7.26620798901393
"15678_trmJ",6.96747311163751,7.86304984031116
"16912_Polysaccharide_biosynthesis_protein",5.76884420737695,6.50928920714016
"16730_molybdopterin_biosynthesis_protein_MoeB",7.64509687501256,8.62570087320723
"18112_cysS",6.7981441597591,7.66616576174601
"14942_hypothetical_protein",8.31558155111134,9.37713202771833
"16093_rdgB",6.46060881068113,7.28316373766534
"15790_putative_L-valine_exporter",6.60405231663673,7.44284201455648
"14838_pheS",8.16682627534651,9.20124236192217
"16100_mutY",5.68648490694733,6.40115332710769
"15190_mdtA",3.48428595220255,3.92118870094922
"18060_hemH",5.64202197355391,6.34532397902196
"16056_epd",6.67307158616322,7.50223527308841
"15934_Integral_membrane_protein_TerC_family_protein",4.88234766471021,5.48767081684862
"19133_rnfA",5.33544994738253,5.99595073999139
"16717_mtlR_2",5.58220038928077,6.27319719427914
"18638_fabG_5",9.38858675534009,10.5475940956656
"17729_cdsA_1",7.67907364585484,8.62659193218911
"17210_phnI",0.849662842701646,0.954498088590893
"15439_fabB",8.11434318496614,9.11270112608856
"14985_yebC",8.71060827844586,9.78157063540595
"17349_hypothetical_protein",7.95998211853993,8.93567939013362
"16326_transcriptional_regulator_BolA",7.25390326747766,8.14280029536905
"18196_mrdB",6.65634151556455,7.46369309801443
"16758_slmA",6.3185030426499,7.08228913845184
"18199_rsfS",6.64940151285057,7.45229081298678
"15095_hiuH",5.95633235343109,6.67237826159275
"19036_marA",7.16543997699785,8.02671630872665
"17980_sbcD",4.66174822586358,5.22054528224159
"16848_pstA",4.85657737746435,5.43853555116081
"17175_hypothetical_protein",3.64720061643174,4.08331944782078
"18219_lnt",5.16827887626237,5.78524478044243
"14986_nudB",7.32426274084129,8.18908063043476
"17325_fklB",6.42667283163729,7.18157478789781
"14976_msbB",6.16711525160849,6.88940222749377
"18090_selU",4.29109899234972,4.79204849007833
"16546_gntR_1",6.24286445835558,6.96764258364624
"16321_rpmA",9.49489702792174,10.5958997125681
"16316_greA",6.42929334070419,7.17409782233308
"17976_rdgC",6.18131016649399,6.89599953568668
"17727_ispU",7.76413538604789,8.66073650361921
"17091_coaA_2",6.91203324118321,7.70937666981234
"15735_yfiH",5.69388443297183,6.35065841766823
"15342_yojI",5.53246288808253,6.16794198966334
"16869_cysJ_3",8.53359985898084,9.51231251845764
"16932_corA",6.45639628518287,7.19383114910132
"17698_pcnB",7.34990871334459,8.18640640097223
"18362_ompX",8.83105801045842,9.83448737346739
"16976_yihI",7.95048094625965,8.85371974980555
"17990_preprotein_translocase_subunit_SecD",7.5302598522001,8.38471732575068
"18130_cusS",3.72752866305672,4.14964411845872
"16909_rmlA2",5.69215013594854,6.33116915191922
"15522_emrK_1",1.52574705350512,1.69681194342067
"15711_recO",6.25734002763706,6.95882233563588
"15882_pyrG",8.0438567550515,8.94242965308629
"18194_dacA",7.19707172287963,7.99540356325132
"15855_ftsB",8.04402839274347,8.9361603391017
"18312_ybhA",5.47707091604087,6.08280568279075
"18544_torC",6.66237412535526,7.39790996269394
"16204_rpoD",8.10071111330701,8.99291339198256
"14928_pabB",4.94555606015313,5.48961920910654
"15043_hypothetical_protein",8.59754575842267,9.54086246269288
"16871_asnA",6.71376228896262,7.44735931843344
"17544_serB",6.69646178496926,7.42746599058963
"16604_rlmJ",5.95025826849339,6.59930098370487
"18661_lolC",5.5779978824349,6.1849475315549
"18878_hslJ",5.5254657329111,6.12473634851776
"16821_hypothetical_protein",6.63789783175945,7.35545968848318
"15106_yeeN",8.92836647469663,9.88815728056845
"17373_lptF_2",6.4600982698359,7.15094252946134
"17088_murI",6.41865709431942,7.10364428316125
"18642_putative_aminodeoxychorismate_lyase",6.15623039844914,6.80763906419036
"16825_dnaA",8.33877585453988,9.22105224856037
"15645_purN",5.5022844991993,6.08396564748822
"15803_mltB",5.26906168933414,5.82480268960703
"16761_hypothetical_protein",6.76363269022054,7.47231971763855
"18640_fabF",9.42848407572957,10.4160399599508
"17622_thiQ",3.39925680651644,3.75419055208
"15792_emrA",5.95091369976741,6.57141862934949
"15256_hypothetical_protein",6.99207928949088,7.72075734260513
"17107_thiC",3.14464339081678,3.47198942883721
"18471_mukF",6.11259138555829,6.7463876801626
"18977_fdnI",6.55610833581456,7.2273655285679
"17374_lptG_2",6.02254456278903,6.63655748114173
"18469_hypothetical_protein",4.7153005554661,5.19452267051974
"17746_YaeQ_protein",5.95346589906797,6.55625869059074
"16975_engB",7.17874063549137,7.9040896219389
"15881_eno",9.46123172249156,10.4166116473215
"18657_bhsA_5",7.84273026113071,8.63382608525639
"14841_infC",12.9788897363714,14.2842542738219
"15668_enhanced_serine_sensitivity_protein_SseB",6.88951804764672,7.58121280437883
"17713_btuF",5.29213171797221,5.82307966196938
"14948_proQ",9.79758996569868,10.7794616257343
"14891_nicotinamidase-pyrazinamidase",6.18415081859832,6.80104995103289
"17093_preprotein_translocase_subunit_SecE",10.0065974011884,10.9992990834105
"17957_hemB",7.04372103216325,7.74142139614228
"16969_serine-threonine_protein_kinase",7.33824342514465,8.06342277500838
"15558_ligA",5.70858647674215,6.26939358933407
"15670_hypothetical_protein",7.85693636928356,8.62823845924699
"18290_exbD_2",7.39884559021201,8.11978800703812
"17006_fdoI",9.35145417834414,10.2621366994458
"15800_recX",3.28762669875795,3.60676938245524
"16904_wecA_2",6.72465167507301,7.37731849692869
"17680_hpt",8.43104195117164,9.24660809300579
"17726_dxr",5.60962807545392,6.1469874922549
"16456_fkpA",10.2649335073084,11.2480742674576
"17112_hypothetical_protein",7.3641528024187,8.06944716847728
"16739_rfaF",6.19519762225134,6.78766630227017
"17751_tsaA",5.49231432072879,6.0166732820432
"16824_dnaN",7.87593247429051,8.6275461195722
"17035_hypothetical_protein",7.45961021855486,8.16740673538455
"16924_frataxin-like_protein",7.48383267601627,8.1874235381355
"15355_gyrA",7.36041868942397,8.04739660504946
"15320_hypothetical_protein",8.57521924874923,9.3725494281684
"18707_dsbB",5.19923358344595,5.68254334505162
"15859_cysD",3.52202208017279,3.84904814193862
"16201_tsaD",5.48475387434419,5.99220648831836
"17213_phnF",0.538248370136575,0.58800473950197
"15087_vsr",4.5093955734987,4.92575206842132
"16448_tuf1",10.9986917644515,12.0135794037665
"18200_cobC",4.9505319140087,5.40655136521769
"16859_atpD",8.73691584134832,9.539966230873
"17156_plsB",6.84941525372838,7.47714542102515
"14971_edd",7.23850406921007,7.89986129910349
"16530_glpG",7.2393623474929,7.89472559186339
"17258_efp",8.03080009134835,8.75614302920402
"18908_hrpB_2",5.17958732321753,5.64720202549584
"18384_ydeH_1",3.95312487607176,4.30999382798932
"17357_mgtA",3.35658731405019,3.65939114118161
"15673_hscB",8.00538018260849,8.72388324343417
"16325_murA",6.81675532814543,7.42581257937725
"15671_fdx",8.76236068380656,9.54210380704635
"18600_htrB_2",6.32844782032084,6.88904388096261
"18236_fldA",8.13289335787321,8.85287066795932
"16750_coaD",5.40317938946193,5.88058463382797
"16858_atpC",9.91755539659608,10.7926164984693
"17947_frmB",4.46116358625961,4.85474670237054
"18418_3_beta-hydroxysteroid_dehydrogenase-Delta_5-->4-isomerase",6.25661548742394,6.80529953723551
"17733_lpxD",8.3897567746002,9.12100739820062
"15314_hypothetical_protein",6.10403415766323,6.63525719484636
"18669_potD",7.55580634815388,8.20008590368202
"18779_yciB",7.01256422221893,7.61029974858028
"17257_epmB",6.43542360336177,6.98188689177452
"16744_rfaY",7.21691888099252,7.82942627527974
"16192_SH3_domain-containing_protein",7.05174572118493,7.64451491172418
"17571_dnaJ",7.20867701824029,7.81343629847845
"17166_dnaB",6.52775455234256,7.07509989225608
"15916_mltA",6.4947890538696,7.03775428883647
"17961_sbmA",5.01674068173026,5.43307877104123
"16512_rps1",6.33544741721666,6.86007370365189
"16522_gntT",6.03198100718203,6.5299482086546
"17209_phnJ",1.5045638290378,1.6287016916453
"15433_yqjA_1",5.79700989937878,6.27507468770332
"16083_hypothetical_protein",4.30891178413345,4.66357336091892
"15928_thyA",6.77772738573818,7.33449151987245
"18202_holA",5.97577488757162,6.46580390866542
"18662_lolD_2",5.16168724284222,5.58376814499202
"15431_folC",7.02645806472713,7.59634761930981
"15398_nuoH",6.13022846073881,6.62565051289608
"15168_fcl",1.89368439214984,2.04598538066019
"16860_atpG",8.46478897465886,9.14241547103467
"16649_ldrD_1",2.22122261976733,2.39790378964207
"15672_hscA",6.26223787429211,6.75973534282013
"17370_valS",7.38266999525448,7.96306986317199
"15275_cdd",4.57094954274989,4.92953173395704
"17624_thiB",4.96898359638666,5.35875931907063
"16503_hypothetical_protein",4.99091415232287,5.38234165480462
"15721_yfiC",5.43733888486143,5.86264903296526
"15562_ptsH",11.4351125540582,12.3278193908828
"17127_iclR",6.04643938195673,6.517079052872
"15356_ubiG",7.68204627540082,8.27726457004425
"16335_lptC",8.30602155164519,8.94934620959473
"18003_ispA",7.40684745167612,7.9777074110641
"18736_hypothetical_protein",6.02927727801649,6.49320046974134
"15853_ispF",5.87157393968033,6.32181500866977
"19168_ydhC",5.9249230805898,6.37656923006315
"16787_ade",4.32104957072613,4.65025204358938
"16246_yhaK",3.84920276389845,4.14240166481433
"17670_aceF",9.3845072714103,10.0951165454622
"16955_tatC",5.87674695442354,6.32109569584028
"17739_accA",7.1245445969602,7.6612218368447
