"","GO.ID","Annotated","Significant","Expected","elimFisher","Term","genesInTerm","DEGenesInTerm"
"12","GO:0009098",7,5,1.31,"0.00334","leucine biosynthetic process","ilvE,leuA,leuB,leuC,leuD,lrp,tyrB","ilvE,leuA,leuB,leuC,leuD"
"13","GO:0016052",76,36,14.2,"0.00403","carbohydrate catabolic process","agp,aldA,araA,araB,araD,cra,dctR,deoC,dgoD,dgoK,dhaK,ebgA,eno,fbaA,fpr,frsA,fruK,fucI,fucK,fucO,galE,galK,galM,galT,galU,gapA,garD,garK,garL,garR,gatD,gcd,ghrB,gldA,glgX,glk,gntK,hybA,kdgK,kduD,kduI,lacZ,lgoD,lldD,malQ,malS,manA,mdh,melA,mtlD,pfkA,pgi,pgk,pgm,ptsH,pykA,pykF,rbsD,rbsK,rhaA,rhaB,rhaM,rpe,sgbE,sgbH,tpiA,treA,treC,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,xylA,ygjK","agp,aldA,araA,araB,araD,dctR,dgoD,dgoK,ebgA,fruK,fucK,fucO,galE,galK,galM,galT,garD,gldA,glgX,gntK,kduD,kduI,lacZ,mdh,melA,pykF,rbsD,sgbE,sgbH,treA,uxaA,uxaB,uxaC,uxuA,xylA,ygjK"
"14","GO:0033499",5,4,0.93,"0.00511","galactose catabolic process via UDP-galactose","galE,galK,galM,galT,galU","galE,galK,galM,galT"
"15","GO:0005991",5,4,0.93,"0.00511","trehalose metabolic process","otsA,otsB,treA,treC,ygjK","otsA,otsB,treA,ygjK"
"16","GO:0042840",5,4,0.93,"0.00511","D-glucuronate catabolic process","kdgK,kduD,kduI,uxaC,uxuA","kduD,kduI,uxaC,uxuA"
"17","GO:0046395",65,25,12.14,"0.00556","carboxylic acid catabolic process","acnB,acs,aidB,ansA,asnB,astA,astB,astC,astD,caiA,dcyD,dgoD,dgoK,fadA,fadB,fadE,fadH,fadM,fixB,gabT,garD,garK,garL,garR,gcvH,gcvT,ghrB,glxK,glxR,glyA,gntK,grcA,hdhA,hinT,kdgK,kduD,kduI,lgoD,lpd,ltaE,nadC,nagA,nagB,nanA,nanE,nanK,oxc,poxB,prpB,pta,putA,sad,speA,tdcD,tnaA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,ybcF,ygeX,ykgF,yqeA","acs,aidB,dgoD,dgoK,fadB,gabT,garD,gcvH,gcvT,glyA,gntK,grcA,hdhA,kduD,kduI,nanA,nanE,nanK,poxB,putA,tnaA,uxaA,uxaB,uxaC,uxuA"
"18","GO:0019569",3,3,0.56,"0.00647","L-arabinose catabolic process to xylulose 5-phosphate","araA,araB,araD","araA,araB,araD"
"19","GO:0048473",3,3,0.56,"0.00647","D-methionine transport","metI,metN,metQ","metI,metN,metQ"
"20","GO:0015751",3,3,0.56,"0.00647","arabinose transmembrane transport","araG,araH,fucP","araG,araH,fucP"
"21","GO:0015752",3,3,0.56,"0.00647","D-ribose transmembrane transport","xylF,xylG,xylH","xylF,xylG,xylH"
"22","GO:0015753",3,3,0.56,"0.00647","D-xylose transmembrane transport","xylF,xylG,xylH","xylF,xylG,xylH"
"23","GO:0071978",8,5,1.49,"0.00755","bacterial-type flagellum-dependent swarming motility","flgB,flgC,flgD,flgE,flgF,flgG,ycdX,ycdY","flgB,flgC,flgD,flgE,flgG"
"24","GO:0017148",18,8,3.36,"0.01044","negative regulation of translation","accD,csrA,ettA,hfq,hpf,raiA,ratA,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,thrS,yoeB","raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"25","GO:0034249",18,8,3.36,"0.01044","negative regulation of cellular amide metabolic process","accD,csrA,ettA,hfq,hpf,raiA,ratA,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,thrS,yoeB","raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"26","GO:0015772",6,4,1.12,"0.01308","oligosaccharide transport","malF,malG,malK,malX,nanC,treB","malF,malG,malK,nanC"
"27","GO:0007155",6,4,1.12,"0.01308","cell adhesion","cpxA,csgA,csgB,dgcZ,uspF,yehD","csgA,csgB,uspF,yehD"
"28","GO:0009401",30,11,5.6,"0.01501","phosphoenolpyruvate-dependent sugar phosphotransferase system","chbA,chbB,chbC,cmtA,cmtB,crr,fruA,fruB,frwB,frwC,frwD,fryC,gatA,gatB,manX,manY,manZ,mtlA,murP,nagE,ptsG,ptsH,ptsI,srlA,srlB,srlE,treB,ulaA,ulaB,ulaC","cmtB,fruA,fruB,frwB,gatA,gatB,nagE,ptsG,srlA,srlB,srlE"
"29","GO:0008033",38,13,7.1,"0.01590","tRNA processing","alaS,cca,cmoA,dusB,dusC,fmt,gluQ,iscS,miaA,miaB,mnmE,queA,rbn,rimO,rlmN,rluA,rnpA,rnt,selD,tadA,tcdA,tgt,thiI,tmcA,trmA,trmH,trmJ,trmL,truB,truC,tsaB,tsaD,tsaE,ttcA,tusA,tusB,tusE,yjtD","dusB,miaB,queA,rimO,rlmN,rluA,rnpA,rnt,tadA,thiI,trmA,tsaB,ttcA"
"30","GO:0051248",23,9,4.3,"0.01728","negative regulation of protein metabolic process","accD,cheA,csrA,eco,ettA,flgM,hfq,hpf,iraP,raiA,ratA,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,thrS,yfhM,yoeB","iraP,raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"31","GO:0046835",13,6,2.43,"0.02143","carbohydrate phosphorylation","araB,dgoK,fruK,fucK,galT,kdgK,lyxK,mak,nagK,nanK,phnN,rbsK,rhaB","araB,dgoK,fruK,fucK,galT,nanK"
"32","GO:0000028",4,3,0.75,"0.02229","ribosomal small subunit assembly","rimP,rpsG,rpsS,rsmA","rimP,rpsG,rpsS"
"33","GO:0006546",4,3,0.75,"0.02229","glycine catabolic process","gcvH,gcvT,glyA,lpd","gcvH,gcvT,glyA"
"34","GO:0052646",4,3,0.75,"0.02229","alditol phosphate metabolic process","glpA,glpB,glpC,glpD","glpA,glpB,glpC"
"35","GO:0046168",4,3,0.75,"0.02229","glycerol-3-phosphate catabolic process","glpA,glpB,glpC,glpD","glpA,glpB,glpC"
"36","GO:0070417",4,3,0.75,"0.02229","cellular response to cold","deaD,hscA,otsA,otsB","deaD,otsA,otsB"
"37","GO:0006072",4,3,0.75,"0.02229","glycerol-3-phosphate metabolic process","glpA,glpB,glpC,glpD","glpA,glpB,glpC"
"38","GO:0015768",4,3,0.75,"0.02229","maltose transport","malF,malG,malK,malX","malF,malG,malK"
"39","GO:0042542",10,5,1.87,"0.02449","response to hydrogen peroxide","bsmA,gstA,hcp,katG,tatD,yajL,ychH,yfcF,yhcN,yhjA","bsmA,gstA,ychH,yfcF,yhcN"
"40","GO:0008643",55,30,10.28,"0.02488","carbohydrate transport","aqpZ,araG,araH,chbA,chbB,chbC,cmtA,cmtB,crr,exuT,fruA,fruB,frwB,frwC,frwD,fryC,fucP,gatA,gatB,glpF,gntU,lamB,malF,malG,malK,malX,manX,manY,manZ,mglA,mtlA,murP,nagE,nanC,ptsG,ptsH,ptsI,rbsB,rbsC,srlA,srlB,srlE,treB,ulaA,ulaB,ulaC,xylF,xylG,xylH,yiaO,yjfF,yphD,ytfQ,ytfR,ytfT","araG,araH,cmtB,exuT,fruA,fruB,frwB,fucP,gatA,gatB,glpF,gntU,lamB,malF,malG,malK,mglA,nagE,nanC,ptsG,rbsB,rbsC,srlA,srlB,srlE,xylF,xylG,xylH,yiaO,ytfQ"
"41","GO:0019323",10,7,1.87,"0.02539","pentose catabolic process","araA,araB,araD,fucI,fucK,rbsD,rbsK,rpe,sgbE,xylA","araA,araB,araD,fucK,rbsD,sgbE,xylA"
"42","GO:1902475",17,7,3.18,"0.02607","L-alpha-amino acid transmembrane transport","adiC,brnQ,cadB,gabP,gadC,gltS,leuE,livF,lysP,proY,ydgI,ygaH,ygaZ,ygjI,yifK,yjeH,yjeM","cadB,gadC,livF,ydgI,ygjI,yifK,yjeM"
"43","GO:0015980",70,20,13.08,"0.02632","energy derivation by oxidation of organic compounds","aceK,acnB,csrA,cydB,cyoA,cyoB,cyoC,cyoD,dld,dmsB,dmsC,erpA,fdnH,fdnI,fdoH,fdoI,fdrA,frdA,frdB,frdC,frdD,fumC,gldA,glgA,glgB,glgC,glgX,glpA,glpB,glpC,glpD,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,hycB,hydN,ldhA,lldD,malQ,mdh,napA,napB,napC,narI,ndh,nirB,nirD,nrfA,nrfC,nuoB,nuoE,nuoM,nuoN,pgm,ptsH,sdhA,sdhB,sdhC,sdhD,sucB,sucC,tdcD,torC,torS,ygfS,ysaA","frdA,frdB,frdC,gldA,glgA,glgB,glgC,glgX,glpA,glpB,glpC,hycB,hydN,mdh,narI,nrfC,sdhA,sdhB,sdhC,sucC"
"44","GO:0072329",32,15,5.98,"0.02795","monocarboxylic acid catabolic process","acnB,acs,aidB,ansA,caiA,dgoD,dgoK,fadA,fadB,fadE,fadH,fadM,fixB,gabT,ghrB,glxK,glxR,gntK,hdhA,kdgK,kduD,kduI,lgoD,poxB,prpB,pta,sad,uxaA,uxaB,uxaC,uxuA,ykgF","acs,aidB,dgoD,dgoK,fadB,gabT,gntK,hdhA,kduD,kduI,poxB,uxaA,uxaB,uxaC,uxuA"
"45","GO:0010608",29,10,5.42,"0.03121","posttranscriptional regulation of gene expression","accD,acnB,arfB,csrA,deaD,ettA,hfq,hpf,proQ,raiA,ratA,rbbA,rfaH,rmf,rplA,rplD,rplT,rplY,rppH,rpsA,rpsD,rpsG,rpsH,rsfS,secM,thrS,valS,yeaK,yoeB","deaD,raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG,rpsH"
"46","GO:0006518",89,24,16.63,"0.03134","peptide metabolic process","accD,acnB,adk,alaS,arfB,asnS,aspS,csrA,cysS,deaD,efp,entA,entB,entE,ettA,fmt,frr,glnS,gltX,grxB,gshA,gshB,gstA,gstB,hfq,hisS,hpf,ileS,infB,ldcA,lepA,lepB,leuS,lspA,metG,mpaA,pepA,pepB,pepD,pepN,pepQ,pepT,pheS,pheT,prfA,prlC,prmC,proS,raiA,ratA,rbbA,rfaH,rimP,rmf,rplA,rplD,rplI,rplK,rplT,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,rsfS,secM,serS,sppA,sspA,thrS,trpS,tsf,typA,tyrS,valS,ybdZ,ybeY,yeaK,yfcF,yfcG,yghU,yibF,yoeB","deaD,gstA,pepT,raiA,rimP,rmf,rplA,rplD,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,tsf,ybdZ,yfcF,yfcG,yghU"
"47","GO:0015749",24,13,4.48,"0.03338","monosaccharide transmembrane transport","araG,araH,exuT,fruA,fruB,fucP,malX,manX,manY,manZ,mglA,rbsB,rbsC,ulaA,ulaB,ulaC,xylF,xylG,xylH,yjfF,yphD,ytfQ,ytfR,ytfT","araG,araH,exuT,fruA,fruB,fucP,mglA,rbsB,rbsC,xylF,xylG,xylH,ytfQ"
"48","GO:0006412",63,18,11.77,"0.03421","translation","accD,acnB,adk,alaS,arfB,asnS,aspS,csrA,cysS,deaD,efp,ettA,fmt,frr,glnS,gltX,hfq,hisS,hpf,ileS,infB,lepA,leuS,metG,pheS,pheT,prfA,prmC,proS,raiA,ratA,rbbA,rfaH,rimP,rmf,rplA,rplD,rplI,rplK,rplT,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,rsfS,secM,serS,thrS,trpS,tsf,typA,tyrS,valS,ybeY,yeaK,yoeB","deaD,raiA,rimP,rmf,rplA,rplD,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,tsf"
"49","GO:0005990",2,2,0.37,"0.03481","lactose catabolic process","ebgA,lacZ","ebgA,lacZ"
"50","GO:0005992",2,2,0.37,"0.03481","trehalose biosynthetic process","otsA,otsB","otsA,otsB"
"51","GO:0046351",2,2,0.37,"0.03481","disaccharide biosynthetic process","otsA,otsB","otsA,otsB"
"52","GO:0018339",2,2,0.37,"0.03481","peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","rimO,ycaO","rimO,ycaO"
"53","GO:0005988",2,2,0.37,"0.03481","lactose metabolic process","ebgA,lacZ","ebgA,lacZ"
"54","GO:0061013",2,2,0.37,"0.03481","regulation of mRNA catabolic process","deaD,rpsH","deaD,rpsH"
"55","GO:0034192",2,2,0.37,"0.03481","D-galactonate metabolic process","dgoD,dgoK","dgoD,dgoK"
"56","GO:0034194",2,2,0.37,"0.03481","D-galactonate catabolic process","dgoD,dgoK","dgoD,dgoK"
"57","GO:0097435",2,2,0.37,"0.03481","supramolecular fiber organization","csgA,csgB","csgA,csgB"
"58","GO:0018197",2,2,0.37,"0.03481","peptidyl-aspartic acid modification","rimO,ycaO","rimO,ycaO"
"59","GO:1990000",2,2,0.37,"0.03481","amyloid fibril formation","csgA,csgB","csgA,csgB"
"60","GO:0043488",2,2,0.37,"0.03481","regulation of mRNA stability","deaD,rpsH","deaD,rpsH"
"61","GO:0035600",2,2,0.37,"0.03481","tRNA methylthiolation","miaB,rimO","miaB,rimO"
"62","GO:0009895",2,2,0.37,"0.03481","negative regulation of catabolic process","deaD,iraP","deaD,iraP"
"63","GO:1990145",2,2,0.37,"0.03481","maintenance of translational fidelity","rpsD,rpsE","rpsD,rpsE"
"64","GO:0070413",2,2,0.37,"0.03481","trehalose metabolism in response to stress","otsA,otsB","otsA,otsB"
"65","GO:0070415",2,2,0.37,"0.03481","trehalose metabolism in response to cold stress","otsA,otsB","otsA,otsB"
"66","GO:0015796",2,2,0.37,"0.03481","galactitol transport","gatA,gatB","gatA,gatB"
"67","GO:0019321",14,8,2.62,"0.03705","pentose metabolic process","araA,araB,araD,fucI,fucK,lyxK,rbsD,rbsK,rhaA,rpe,rpiA,sgbE,sgbU,xylA","araA,araB,araD,fucK,rbsD,sgbE,sgbU,xylA"
"68","GO:1905039",38,12,7.1,"0.03786","carboxylic acid transmembrane transport","actP,adiC,alaE,argO,artM,brnQ,cadB,cydC,cydD,dauA,eamA,eamB,exuT,gabP,gadC,glnP,gltK,gltS,gntU,leuE,livF,lysP,panF,proY,satP,shiA,tnaB,ulaA,ulaB,ulaC,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","cadB,exuT,gadC,gntU,livF,panF,satP,tnaB,ydgI,ygjI,yifK,yjeM"
"69","GO:0032269",22,8,4.11,"0.03829","negative regulation of cellular protein metabolic process","accD,cheA,csrA,eco,ettA,flgM,hfq,hpf,raiA,ratA,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,thrS,yfhM,yoeB","raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"70","GO:0006400",34,11,6.35,"0.03879","tRNA modification","alaS,cmoA,dusB,dusC,fmt,gluQ,iscS,miaA,miaB,mnmE,queA,rimO,rlmN,rluA,selD,tadA,tcdA,tgt,thiI,tmcA,trmA,trmH,trmJ,trmL,truB,truC,tsaB,tsaD,tsaE,ttcA,tusA,tusB,tusE,yjtD","dusB,miaB,queA,rimO,rlmN,rluA,tadA,thiI,trmA,tsaB,ttcA"
"71","GO:0044010",34,11,6.35,"0.03879","single-species biofilm formation","ackA,bhsA,bsmA,bssR,bssS,cnu,csgA,csgB,csgD,csgE,csgF,csgG,dgcZ,glgS,lldR,rcsC,rlmI,surA,tomB,tqsA,ttdA,ybjN,yceO,ychH,yefM,yggN,ygiB,yhcN,yjbE,ymdB,yoaB,yoeB,ypdB,yqcC","bsmA,bssR,csgA,csgB,csgD,csgE,csgF,csgG,glgS,ychH,yhcN"
"72","GO:0034248",26,9,4.86,"0.03925","regulation of cellular amide metabolic process","accD,acnB,arfB,csrA,deaD,ettA,hfq,hpf,raiA,ratA,rbbA,rfaH,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,secM,thrS,valS,yeaK,yoeB","deaD,raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"73","GO:0006417",26,9,4.86,"0.03925","regulation of translation","accD,acnB,arfB,csrA,deaD,ettA,hfq,hpf,raiA,ratA,rbbA,rfaH,rmf,rplA,rplD,rplT,rplY,rpsA,rpsD,rpsG,rsfS,secM,thrS,valS,yeaK,yoeB","deaD,raiA,rmf,rplA,rplD,rplY,rpsA,rpsD,rpsG"
"74","GO:0046365",38,21,7.1,"0.04177","monosaccharide catabolic process","agp,aldA,araA,araB,araD,dhaK,fpr,fruK,fucI,fucK,fucO,galE,galK,galM,galT,galU,gcd,kdgK,kduD,kduI,lldD,manA,pfkA,pgm,rbsD,rbsK,rhaA,rhaB,rhaM,rpe,sgbE,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,xylA","agp,aldA,araA,araB,araD,fruK,fucK,fucO,galE,galK,galM,galT,kduD,kduI,rbsD,sgbE,uxaA,uxaB,uxaC,uxuA,xylA"
"75","GO:0044275",22,11,4.11,"0.04263","cellular carbohydrate catabolic process","dctR,dgoD,dgoK,ebgA,gatD,ghrB,gldA,glgX,gntK,hybA,lacZ,lgoD,malQ,malS,melA,mtlD,pfkA,ptsH,tpiA,treA,treC,ygjK","dctR,dgoD,dgoK,ebgA,gldA,glgX,gntK,lacZ,melA,treA,ygjK"
"76","GO:0043043",69,19,12.89,"0.04306","peptide biosynthetic process","accD,acnB,adk,alaS,arfB,asnS,aspS,csrA,cysS,deaD,efp,entA,entB,entE,ettA,fmt,frr,glnS,gltX,gshA,gshB,hfq,hisS,hpf,ileS,infB,lepA,leuS,metG,pheS,pheT,prfA,prmC,proS,raiA,ratA,rbbA,rfaH,rimP,rmf,rplA,rplD,rplI,rplK,rplT,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,rsfS,secM,serS,thrS,trpS,tsf,typA,tyrS,valS,ybdZ,ybeY,yeaK,yoeB","deaD,raiA,rimP,rmf,rplA,rplD,rplY,rpsA,rpsB,rpsD,rpsE,rpsG,rpsL,rpsM,rpsN,rpsQ,rpsR,tsf,ybdZ"
"77","GO:0042273",8,4,1.49,"0.04459","ribosomal large subunit biogenesis","dbpA,deaD,der,rlmE,rluD,rplE,rplT,srmB","deaD,der,rplE,srmB"
"78","GO:0015718",8,4,1.49,"0.04459","monocarboxylic acid transport","acrA,actP,exuT,focA,gntU,panF,satP,shiA","exuT,gntU,panF,satP"
"79","GO:0005977",8,4,1.49,"0.04459","glycogen metabolic process","csrA,glgA,glgB,glgC,glgX,malQ,pgm,ptsH","glgA,glgB,glgC,glgX"
"80","GO:0000027",8,4,1.49,"0.04459","ribosomal large subunit assembly","dbpA,deaD,der,rlmE,rluD,rplE,rplT,srmB","deaD,der,rplE,srmB"
"81","GO:0006112",8,4,1.49,"0.04459","energy reserve metabolic process","csrA,glgA,glgB,glgC,glgX,malQ,pgm,ptsH","glgA,glgB,glgC,glgX"
"82","GO:0009894",8,4,1.49,"0.04459","regulation of catabolic process","dctR,deaD,frsA,iraP,ptsH,rppH,rpsH,sspB","dctR,deaD,iraP,rpsH"
"83","GO:0042135",8,4,1.49,"0.04459","neurotransmitter catabolic process","gabT,gcvH,gcvT,glyA,lpd,norV,norW,sad","gabT,gcvH,gcvT,glyA"
"84","GO:1903825",39,12,7.29,"0.04583","organic acid transmembrane transport","actP,adiC,alaE,argO,artM,brnQ,cadB,cydC,cydD,dauA,eamA,eamB,exuT,gabP,gadC,glnP,gltK,gltS,gntU,leuE,livF,lysP,panF,proY,satP,shiA,tnaB,uacT,ulaA,ulaB,ulaC,ydgI,ygaH,ygaZ,ygjI,yifK,yijE,yjeH,yjeM","cadB,exuT,gadC,gntU,livF,panF,satP,tnaB,ydgI,ygjI,yifK,yjeM"
"85","GO:0042710",35,11,6.54,"0.04746","biofilm formation","ackA,bhsA,bsmA,bssR,bssS,cnu,cpxA,csgA,csgB,csgD,csgE,csgF,csgG,dgcZ,glgS,lldR,rcsC,rlmI,surA,tomB,tqsA,ttdA,ybjN,yceO,ychH,yefM,yggN,ygiB,yhcN,yjbE,ymdB,yoaB,yoeB,ypdB,yqcC","bsmA,bssR,csgA,csgB,csgD,csgE,csgF,csgG,glgS,ychH,yhcN"
"86","GO:0006004",5,3,0.93,"0.04805","fucose metabolic process","aldA,fucI,fucK,fucO,lldD","aldA,fucK,fucO"
"87","GO:0005978",5,3,0.93,"0.04805","glycogen biosynthetic process","csrA,glgA,glgB,glgC,pgm","glgA,glgB,glgC"
"88","GO:0042354",5,3,0.93,"0.04805","L-fucose metabolic process","aldA,fucI,fucK,fucO,lldD","aldA,fucK,fucO"
"89","GO:0042355",5,3,0.93,"0.04805","L-fucose catabolic process","aldA,fucI,fucK,fucO,lldD","aldA,fucK,fucO"
"90","GO:0006544",5,3,0.93,"0.04805","glycine metabolic process","gcvH,gcvT,glyA,lpd,ltaE","gcvH,gcvT,glyA"
"91","GO:0019520",5,3,0.93,"0.04805","aldonic acid metabolic process","dgoD,dgoK,ghrB,gntK,lgoD","dgoD,dgoK,gntK"
"92","GO:0019262",5,3,0.93,"0.04805","N-acetylneuraminate catabolic process","nagA,nagB,nanA,nanE,nanK","nanA,nanE,nanK"
"93","GO:0046176",5,3,0.93,"0.04805","aldonic acid catabolic process","dgoD,dgoK,ghrB,gntK,lgoD","dgoD,dgoK,gntK"
"94","GO:0009071",5,3,0.93,"0.04805","serine family amino acid catabolic process","dcyD,gcvH,gcvT,glyA,lpd","gcvH,gcvT,glyA"
"95","GO:0031329",5,3,0.93,"0.04805","regulation of cellular catabolic process","dctR,deaD,ptsH,rppH,rpsH","dctR,deaD,rpsH"
"96","GO:0006054",5,3,0.93,"0.04805","N-acetylneuraminate metabolic process","nagA,nagB,nanA,nanE,nanK","nanA,nanE,nanK"
"97","GO:0015791",5,3,0.93,"0.04805","polyol transport","aqpZ,gatA,gatB,glpF,mtlA","gatA,gatB,glpF"
"98","GO:0019324",5,3,0.93,"0.04805","L-lyxose metabolic process","araD,lyxK,rhaA,sgbE,sgbU","araD,sgbE,sgbU"
"99","GO:0019317",5,3,0.93,"0.04805","fucose catabolic process","aldA,fucI,fucK,fucO,lldD","aldA,fucK,fucO"
"100","GO:0015766",5,3,0.93,"0.04805","disaccharide transport","malF,malG,malK,malX,treB","malF,malG,malK"
"101","GO:0015807",19,7,3.55,"0.04819","L-amino acid transport","adiC,argO,brnQ,cadB,gabP,gadC,gltS,leuE,livF,lysP,proY,rhtB,ydgI,ygaH,ygaZ,ygjI,yifK,yjeH,yjeM","cadB,gadC,livF,ydgI,ygjI,yifK,yjeM"
