gene_id	genome	contig	contig_location
16719_hypothetical_protein	HM6	1	2583010
16719_hypothetical_protein	HM7	1	3135987
16719_hypothetical_protein	HM86	1	852692
18141_ybdK	HM14	1	452366
18141_ybdK	HM17	1	1090134
18141_ybdK	HM1	1	55100
18141_ybdK	HM3	1	3583934
18141_ybdK	HM43	1	925059
18141_ybdK	HM54	1	2303079
18141_ybdK	HM56	1	4147003
18141_ybdK	HM57	1	4364184
18141_ybdK	HM66	1	4093806
18141_ybdK	HM68	1	4805627
18141_ybdK	HM6	1	4251329
18141_ybdK	HM7	1	4680877
18141_ybdK	HM86	1	4232389
15720_nadB	HM14	1	2581517
15720_nadB	HM17	1	3876328
15720_nadB	HM1	1	2311826
15720_nadB	HM3	1	970942
15720_nadB	HM43	1	3618829
15720_nadB	HM54	1	4631159
15720_nadB	HM56	1	2031096
15720_nadB	HM57	1	1482465
15720_nadB	HM66	1	1381912
15720_nadB	HM68	1	2009213
15720_nadB	HM6	1	1363969
15720_nadB	HM7	1	1992156
15720_nadB	HM86	1	2049933
14987_aspS	HM14	1	1803866
14987_aspS	HM17	1	4745630
14987_aspS	HM1	1	1458600
14987_aspS	HM3	1	178934
14987_aspS	HM43	1	4413043
14987_aspS	HM54	1	3625875
14987_aspS	HM56	1	2873774
14987_aspS	HM57	1	536075
14987_aspS	HM66	1	500787
14987_aspS	HM68	1	1181673
14987_aspS	HM6	1	527287
14987_aspS	HM7	1	1248403
14987_aspS	HM86	1	2896248
17193_Sel1_repeat_protein	HM14	1	4218744
17193_Sel1_repeat_protein	HM17	1	2134507
17193_Sel1_repeat_protein	HM1	1	4040566
17193_Sel1_repeat_protein	HM3	1	2559903
17193_Sel1_repeat_protein	HM43	1	1928124
17193_Sel1_repeat_protein	HM54	1	1244359
17193_Sel1_repeat_protein	HM56	1	335859
17193_Sel1_repeat_protein	HM57	1	3250237
17193_Sel1_repeat_protein	HM66	1	3062508
17193_Sel1_repeat_protein	HM68	1	3742712
17193_Sel1_repeat_protein	HM6	1	3231844
17193_Sel1_repeat_protein	HM7	1	3691152
17193_Sel1_repeat_protein	HM86	1	224573
15647_ppx	HM14	1	2496812
15647_ppx	HM17	1	3967610
15647_ppx	HM1	1	2212884
15647_ppx	HM3	1	886233
15647_ppx	HM43	1	3710209
15647_ppx	HM54	1	4527793
15647_ppx	HM56	1	2165812
15647_ppx	HM57	1	1351985
15647_ppx	HM66	1	1290715
15647_ppx	HM68	1	1918020
15647_ppx	HM6	1	1272892
15647_ppx	HM7	1	1906222
15647_ppx	HM86	1	2142641
18696_minE	HM14	1	1139887
18696_minE	HM17	1	331739
18696_minE	HM1	1	689729
18696_minE	HM3	1	4183835
18696_minE	HM43	1	368608
18696_minE	HM54	1	2944340
18696_minE	HM56	1	3535423
18696_minE	HM57	1	5027164
18696_minE	HM66	1	4883451
18696_minE	HM68	1	534455
18696_minE	HM6	1	4958884
18696_minE	HM7	1	491091
18696_minE	HM86	1	3531011
14864_cho	HM14	1	1685806
14864_cho	HM17	1	4869443
14864_cho	HM1	1	1332715
14864_cho	HM3	1	60867
14864_cho	HM43	1	4539640
14864_cho	HM54	1	3502863
14864_cho	HM56	1	2993778
14864_cho	HM57	1	413149
14864_cho	HM66	1	382652
14864_cho	HM68	1	1063349
14864_cho	HM6	1	406663
14864_cho	HM7	1	1121219
14864_cho	HM86	1	3022150
17837_yafP	HM14	1	82474
17837_yafP	HM17	1	1432950
17837_yafP	HM1	1	4724143
17837_yafP	HM3	1	3246915
17837_yafP	HM43	1	1211633
17837_yafP	HM54	1	2007365
17837_yafP	HM56	1	4493592
17837_yafP	HM57	1	4075089
17837_yafP	HM66	1	3759841
17837_yafP	HM68	1	4498126
17837_yafP	HM6	1	3948902
17837_yafP	HM7	1	4320813
17837_yafP	HM86	1	4529559
15859_cysD	HM14	1	2745561
15859_cysD	HM17	1	3740237
15859_cysD	HM1	1	2490333
15859_cysD	HM3	1	1115894
15859_cysD	HM43	1	3460826
15859_cysD	HM54	2	477426
15859_cysD	HM56	1	1877637
15859_cysD	HM57	1	1619276
15859_cysD	HM66	1	1522463
15859_cysD	HM68	1	2150431
15859_cysD	HM6	1	1542132
15859_cysD	HM7	1	2141098
15859_cysD	HM86	1	1894691
17383_intA_2	HM14	1	4416600
17383_intA_2	HM17	1	1900449
17383_intA_2	HM17	1	1920618
17383_intA_2	HM1	1	2754401
17383_intA_2	HM1	1	4143741
17383_intA_2	HM1	1	4281348
17383_intA_2	HM3	1	2760361
17383_intA_2	HM43	1	1715255
17383_intA_2	HM43	1	3207648
17383_intA_2	HM54	1	1375219
17383_intA_2	HM54	1	1515364
17383_intA_2	HM54	2	176856
17383_intA_2	HM56	1	105004
17383_intA_2	HM57	1	1865720
17383_intA_2	HM57	1	3374480
17383_intA_2	HM57	1	3519964
17383_intA_2	HM57	1	3607642
17383_intA_2	HM66	1	3277824
17383_intA_2	HM68	1	3902354
17383_intA_2	HM6	1	1810970
17383_intA_2	HM7	1	2402283
17383_intA_2	HM86	1	12310
17383_intA_2	HM86	1	1636359
18368_yheS_2	HM14	1	700770
18368_yheS_2	HM17	1	861865
18368_yheS_2	HM1	1	297170
18368_yheS_2	HM3	1	3830101
18368_yheS_2	HM43	1	688529
18368_yheS_2	HM54	1	2544443
18368_yheS_2	HM56	1	3909587
18368_yheS_2	HM57	1	4591999
18368_yheS_2	HM66	1	4322860
18368_yheS_2	HM68	1	52833
18368_yheS_2	HM6	1	4508446
18368_yheS_2	HM7	1	75723
18368_yheS_2	HM86	1	4002197
15855_ftsB	HM14	1	2742649
15855_ftsB	HM17	1	3743745
15855_ftsB	HM1	1	2487421
15855_ftsB	HM3	1	1112982
15855_ftsB	HM43	1	3464332
15855_ftsB	HM54	2	480934
15855_ftsB	HM56	1	1881144
15855_ftsB	HM57	1	1616365
15855_ftsB	HM66	1	1519552
15855_ftsB	HM68	1	2147521
15855_ftsB	HM6	1	1539222
15855_ftsB	HM7	1	2138186
15855_ftsB	HM86	1	1898199
16411_rsmB	HM14	1	3332085
16411_rsmB	HM17	1	3067987
16411_rsmB	HM1	1	3099596
16411_rsmB	HM3	1	1701364
16411_rsmB	HM43	1	2837215
16411_rsmB	HM54	1	285692
16411_rsmB	HM56	1	1250288
16411_rsmB	HM57	1	2316155
16411_rsmB	HM66	1	2156126
16411_rsmB	HM68	1	2770556
16411_rsmB	HM6	1	2251945
16411_rsmB	HM7	1	2810562
16411_rsmB	HM86	1	1183168
16888_ilvG	HM14	1	3856565
16888_ilvG	HM17	1	2531767
16888_ilvG	HM1	1	3656277
16888_ilvG	HM3	1	2206471
16888_ilvG	HM43	1	2319069
16888_ilvG	HM54	1	813172
16888_ilvG	HM56	1	735799
16888_ilvG	HM57	1	2852037
16888_ilvG	HM66	1	2673896
16888_ilvG	HM68	1	3323140
16888_ilvG	HM6	1	2847744
16888_ilvG	HM7	1	3331244
16888_ilvG	HM86	1	660305
18313_pgl	HM14	1	641649
18313_pgl	HM17	1	920605
18313_pgl	HM1	1	239055
18313_pgl	HM3	1	3772154
18313_pgl	HM43	1	747276
18313_pgl	HM54	1	2485280
18313_pgl	HM56	1	3966779
18313_pgl	HM57	1	4533847
18313_pgl	HM66	1	4264716
18313_pgl	HM68	1	4975923
18313_pgl	HM6	1	4451851
18313_pgl	HM7	1	18810
18313_pgl	HM86	1	4060941
17455_yjiE	HM14	1	4486997
17455_yjiE	HM17	1	1864895
17455_yjiE	HM1	1	4310097
17455_yjiE	HM3	1	2830450
17455_yjiE	HM43	1	1629580
17455_yjiE	HM54	1	1601884
17455_yjiE	HM56	1	45226
17455_yjiE	HM57	1	3643316
17455_yjiE	HM66	1	3343614
17455_yjiE	HM68	1	4094870
17455_yjiE	HM6	1	3567297
17455_yjiE	HM7	1	3939226
17455_yjiE	HM86	1	4939682
15607_acrB_2	HM14	1	295641
15607_acrB_2	HM14	1	2458748
15607_acrB_2	HM14	1	3311906
15607_acrB_2	HM14	1	3540306
15607_acrB_2	HM17	1	194252
15607_acrB_2	HM17	1	1182028
15607_acrB_2	HM17	1	2833600
15607_acrB_2	HM17	1	3989755
15607_acrB_2	HM1	1	2175378
15607_acrB_2	HM1	1	3079580
15607_acrB_2	HM1	1	3337609
15607_acrB_2	HM1	1	4963599
15607_acrB_2	HM3	1	848145
15607_acrB_2	HM3	1	1681188
15607_acrB_2	HM3	1	1904077
15607_acrB_2	HM3	1	3476441
15607_acrB_2	HM43	1	185757
15607_acrB_2	HM43	1	1017138
15607_acrB_2	HM43	1	2607752
15607_acrB_2	HM43	1	2855421
15607_acrB_2	HM43	1	3732354
15607_acrB_2	HM54	1	265671
15607_acrB_2	HM54	1	2207341
15607_acrB_2	HM54	1	3130480
15607_acrB_2	HM56	1	1023753
15607_acrB_2	HM56	1	3398073
15607_acrB_2	HM56	1	4242136
15607_acrB_2	HM57	1	30952
15607_acrB_2	HM57	1	1328267
15607_acrB_2	HM57	1	2548729
15607_acrB_2	HM57	1	4270158
15607_acrB_2	HM66	1	1266999
15607_acrB_2	HM66	1	2136105
15607_acrB_2	HM66	1	2389995
15607_acrB_2	HM66	1	3999385
15607_acrB_2	HM66	1	5011208
15607_acrB_2	HM68	1	663927
15607_acrB_2	HM68	1	1894303
15607_acrB_2	HM68	1	2750546
15607_acrB_2	HM68	1	2998895
15607_acrB_2	HM68	1	4710169
15607_acrB_2	HM6	1	53363
15607_acrB_2	HM6	1	2472982
15607_acrB_2	HM6	1	4152148
15607_acrB_2	HM7	1	3018537
15607_acrB_2	HM7	1	4558799
15607_acrB_2	HM86	1	954814
15607_acrB_2	HM86	1	2165364
15607_acrB_2	HM86	1	3396132
15607_acrB_2	HM86	1	4326925
15883_mazG	HM14	1	2771209
15883_mazG	HM17	1	3712195
15883_mazG	HM1	1	2529172
15883_mazG	HM3	1	1143806
15883_mazG	HM43	1	3430536
15883_mazG	HM54	2	443124
15883_mazG	HM56	1	1844766
15883_mazG	HM57	1	1645992
15883_mazG	HM66	1	1555444
15883_mazG	HM68	1	2180836
15883_mazG	HM6	1	1572543
15883_mazG	HM7	1	2177223
15883_mazG	HM86	1	1861847
17784_gmhA	HM14	1	74097
17784_gmhA	HM17	1	1440013
17784_gmhA	HM1	1	4695856
17784_gmhA	HM3	1	3203592
17784_gmhA	HM43	1	1259106
17784_gmhA	HM54	1	1961391
17784_gmhA	HM56	1	4501928
17784_gmhA	HM57	1	4067922
17784_gmhA	HM66	1	3752678
17784_gmhA	HM68	1	4451987
17784_gmhA	HM6	1	3902880
17784_gmhA	HM7	1	4289510
17784_gmhA	HM86	1	4538096
18772_oppF_2	HM14	1	1218606
18772_oppF_2	HM17	1	243595
18772_oppF_2	HM1	1	778204
18772_oppF_2	HM3	1	4263688
18772_oppF_2	HM43	1	285792
18772_oppF_2	HM54	1	3026231
18772_oppF_2	HM56	1	3447574
18772_oppF_2	HM57	1	5114466
18772_oppF_2	HM66	1	4965339
18772_oppF_2	HM68	1	616362
18772_oppF_2	HM6	1	5071953
18772_oppF_2	HM7	1	571022
18772_oppF_2	HM86	1	3448386
16525_malT	HM14	1	3435569
16525_malT	HM17	1	2953447
16525_malT	HM1	1	3197182
16525_malT	HM3	1	1800095
16525_malT	HM43	1	2722708
16525_malT	HM54	1	398481
16525_malT	HM56	1	1136809
16525_malT	HM57	1	2429279
16525_malT	HM66	1	2268905
16525_malT	HM68	1	2882872
16525_malT	HM6	1	2365621
16525_malT	HM7	1	2908071
16525_malT	HM86	1	1068969
16809_ibpB	HM14	1	3767346
16809_ibpB	HM17	1	2616366
16809_ibpB	HM1	1	3568314
16809_ibpB	HM3	1	2117253
16809_ibpB	HM43	1	2403669
16809_ibpB	HM54	1	729791
16809_ibpB	HM56	1	820300
16809_ibpB	HM57	1	2768653
16809_ibpB	HM66	1	2590509
16809_ibpB	HM68	1	3239772
16809_ibpB	HM6	1	2763844
16809_ibpB	HM7	1	3242664
16809_ibpB	HM86	1	744898
15572_fabG_2	HM14	1	2422056
15572_fabG_2	HM17	1	4026815
15572_fabG_2	HM1	1	2138283
15572_fabG_2	HM3	1	811453
15572_fabG_2	HM43	1	3769416
15572_fabG_2	HM54	1	4469104
15572_fabG_2	HM56	1	2224991
15572_fabG_2	HM57	1	1293527
15572_fabG_2	HM66	1	1231987
15572_fabG_2	HM68	1	1859592
15572_fabG_2	HM6	1	1214465
15572_fabG_2	HM7	1	1831465
15572_fabG_2	HM86	1	2201914
17086_trmA	HM14	1	4083078
17086_trmA	HM17	1	2289572
17086_trmA	HM1	1	3902842
17086_trmA	HM3	1	2424138
17086_trmA	HM43	1	2071779
17086_trmA	HM54	1	1098484
17086_trmA	HM56	1	488964
17086_trmA	HM57	1	3095011
17086_trmA	HM66	1	2916708
17086_trmA	HM68	1	3596680
17086_trmA	HM6	1	3078045
17086_trmA	HM7	1	3555512
17086_trmA	HM86	1	420957
15819_hycI	HM14	1	2709827
15819_hycI	HM17	1	3776032
15819_hycI	HM1	1	2459292
15819_hycI	HM3	1	1080158
15819_hycI	HM43	1	3496620
15819_hycI	HM54	2	513223
15819_hycI	HM56	1	1930320
15819_hycI	HM57	1	1583918
15819_hycI	HM66	1	1487105
15819_hycI	HM68	1	2115080
15819_hycI	HM6	1	1506785
15819_hycI	HM7	1	2105372
15819_hycI	HM86	1	1944822
17218_hypothetical_protein	HM14	1	4241586
17218_hypothetical_protein	HM17	1	2100062
17218_hypothetical_protein	HM1	1	4063233
17218_hypothetical_protein	HM3	1	2582728
17218_hypothetical_protein	HM43	1	1893679
17218_hypothetical_protein	HM54	1	1279166
17218_hypothetical_protein	HM56	1	301462
17218_hypothetical_protein	HM57	1	3285048
17218_hypothetical_protein	HM66	1	3097313
17218_hypothetical_protein	HM68	1	3777512
17218_hypothetical_protein	HM6	1	3266669
17218_hypothetical_protein	HM7	1	3713993
17218_hypothetical_protein	HM86	1	190133
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM14	1	2935470
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM17	1	3540137
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM1	1	2702026
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM3	1	1321955
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM43	1	3256443
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM54	2	264864
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM56	1	1665945
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM57	1	1818126
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM66	1	1733711
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM68	1	2356562
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM6	1	1759440
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM7	1	2355058
16051_26_kDa_periplasmic_immunogenic_protein_precursor	HM86	1	1684364
18327_moaA	HM14	1	660013
18327_moaA	HM17	1	901112
18327_moaA	HM1	1	257375
18327_moaA	HM3	1	3790612
18327_moaA	HM43	1	727780
18327_moaA	HM54	1	2504360
18327_moaA	HM56	1	3948574
18327_moaA	HM57	1	4553348
18327_moaA	HM66	1	4284218
18327_moaA	HM68	1	14186
18327_moaA	HM6	1	4470062
18327_moaA	HM7	1	36952
18327_moaA	HM86	1	4041445
17127_iclR	HM14	1	4142679
17127_iclR	HM17	1	2232711
17127_iclR	HM1	1	3962706
17127_iclR	HM3	1	2483749
17127_iclR	HM43	1	2015022
17127_iclR	HM54	1	1155198
17127_iclR	HM56	1	432480
17127_iclR	HM57	1	3151892
17127_iclR	HM66	1	2973422
17127_iclR	HM68	1	3653533
17127_iclR	HM6	1	3134938
17127_iclR	HM7	1	3615104
17127_iclR	HM86	1	364355
15383_menB	HM14	1	2267806
15383_menB	HM17	1	4188030
15383_menB	HM1	1	1987846
15383_menB	HM3	1	613319
15383_menB	HM43	1	3918263
15383_menB	HM54	1	4276822
15383_menB	HM56	1	2375114
15383_menB	HM57	1	1132264
15383_menB	HM66	1	1078796
15383_menB	HM68	1	1709523
15383_menB	HM6	1	1054850
15383_menB	HM7	1	1681597
15383_menB	HM86	1	2353716
15387_hypothetical_protein	HM14	1	2272565
15387_hypothetical_protein	HM17	1	4183822
15387_hypothetical_protein	HM1	1	1992606
15387_hypothetical_protein	HM3	1	618079
15387_hypothetical_protein	HM43	1	3914055
15387_hypothetical_protein	HM54	1	4281582
15387_hypothetical_protein	HM56	1	2370906
15387_hypothetical_protein	HM57	1	1137024
15387_hypothetical_protein	HM66	1	1083556
15387_hypothetical_protein	HM68	1	1714283
15387_hypothetical_protein	HM6	1	1059610
15387_hypothetical_protein	HM7	1	1686355
15387_hypothetical_protein	HM86	1	2349508
17961_sbmA	HM14	1	208920
17961_sbmA	HM17	1	1268456
17961_sbmA	HM1	1	4875457
17961_sbmA	HM3	1	3389788
17961_sbmA	HM43	1	1107469
17961_sbmA	HM54	1	2118935
17961_sbmA	HM56	1	4328468
17961_sbmA	HM57	1	4185651
17961_sbmA	HM66	1	3910985
17961_sbmA	HM68	1	4625792
17961_sbmA	HM6	1	4067752
17961_sbmA	HM7	1	4472057
17961_sbmA	HM86	1	4414007
16921_hemD	HM14	1	3894828
16921_hemD	HM17	1	2494936
16921_hemD	HM1	1	3693912
16921_hemD	HM3	1	2243376
16921_hemD	HM43	1	2276989
16921_hemD	HM54	1	850792
16921_hemD	HM56	1	694050
16921_hemD	HM57	1	2889724
16921_hemD	HM66	1	2716872
16921_hemD	HM68	1	3361338
16921_hemD	HM6	1	2885936
16921_hemD	HM7	1	3368158
16921_hemD	HM86	1	623615
16904_wecA_2	HM14	1	3875441
16904_wecA_2	HM17	1	2515829
16904_wecA_2	HM1	1	3672759
16904_wecA_2	HM3	1	2223983
16904_wecA_2	HM43	1	2297782
16904_wecA_2	HM54	1	829654
16904_wecA_2	HM56	1	714510
16904_wecA_2	HM57	1	2868761
16904_wecA_2	HM66	1	2695728
16904_wecA_2	HM68	1	3339620
16904_wecA_2	HM6	1	2864467
16904_wecA_2	HM7	1	3348541
16904_wecA_2	HM86	1	644366
18518_tusE	HM14	1	922268
18518_tusE	HM17	1	700789
18518_tusE	HM1	1	476743
18518_tusE	HM3	1	4005945
18518_tusE	HM43	1	526815
18518_tusE	HM54	1	2706589
18518_tusE	HM56	1	3748816
18518_tusE	HM57	1	4754325
18518_tusE	HM66	1	4494126
18518_tusE	HM68	1	260293
18518_tusE	HM6	1	4748839
18518_tusE	HM7	1	288932
18518_tusE	HM86	1	3830474
15650_hypothetical_protein	HM14	1	2501005
15650_hypothetical_protein	HM17	1	3964785
15650_hypothetical_protein	HM1	1	2217077
15650_hypothetical_protein	HM3	1	890426
15650_hypothetical_protein	HM43	1	3707385
15650_hypothetical_protein	HM54	1	4531985
15650_hypothetical_protein	HM56	1	2162988
15650_hypothetical_protein	HM57	1	1356178
15650_hypothetical_protein	HM66	1	1294908
15650_hypothetical_protein	HM68	1	1922212
15650_hypothetical_protein	HM6	1	1277085
15650_hypothetical_protein	HM7	1	1910415
15650_hypothetical_protein	HM86	1	2139816
18403_Putative_bacterial_sensory_transduction_regulator	HM14	1	739918
18403_Putative_bacterial_sensory_transduction_regulator	HM17	1	827450
18403_Putative_bacterial_sensory_transduction_regulator	HM1	1	340102
18403_Putative_bacterial_sensory_transduction_regulator	HM3	1	3868385
18403_Putative_bacterial_sensory_transduction_regulator	HM43	1	654110
18403_Putative_bacterial_sensory_transduction_regulator	HM54	1	2579977
18403_Putative_bacterial_sensory_transduction_regulator	HM56	1	3875171
18403_Putative_bacterial_sensory_transduction_regulator	HM57	1	4627534
18403_Putative_bacterial_sensory_transduction_regulator	HM66	1	4358394
18403_Putative_bacterial_sensory_transduction_regulator	HM68	1	123611
18403_Putative_bacterial_sensory_transduction_regulator	HM6	1	4543979
18403_Putative_bacterial_sensory_transduction_regulator	HM7	1	125348
18403_Putative_bacterial_sensory_transduction_regulator	HM86	1	3967781
15792_emrA	HM14	1	2678274
15792_emrA	HM17	1	3806617
15792_emrA	HM1	1	2428074
15792_emrA	HM3	1	1048604
15792_emrA	HM43	1	3529655
15792_emrA	HM54	2	545432
15792_emrA	HM56	1	1963245
15792_emrA	HM57	1	1552630
15792_emrA	HM66	1	1454197
15792_emrA	HM68	1	2082080
15792_emrA	HM6	1	1476292
15792_emrA	HM7	1	2072812
15792_emrA	HM86	1	1975553
15856_ygbE	HM14	1	2743154
15856_ygbE	HM17	1	3743229
15856_ygbE	HM1	1	2487926
15856_ygbE	HM3	1	1113487
15856_ygbE	HM43	1	3463816
15856_ygbE	HM54	2	480418
15856_ygbE	HM56	1	1880628
15856_ygbE	HM57	1	1616869
15856_ygbE	HM66	1	1520056
15856_ygbE	HM68	1	2148024
15856_ygbE	HM6	1	1539726
15856_ygbE	HM7	1	2138691
15856_ygbE	HM86	1	1897683
14895_yeaD	HM14	1	1717128
14895_yeaD	HM17	1	4825728
14895_yeaD	HM1	1	1371834
14895_yeaD	HM3	1	92188
14895_yeaD	HM43	1	4494569
14895_yeaD	HM54	1	3545958
14895_yeaD	HM56	1	2953869
14895_yeaD	HM57	1	456863
14895_yeaD	HM66	1	421771
14895_yeaD	HM68	1	1102467
14895_yeaD	HM6	1	446574
14895_yeaD	HM7	1	1161546
14895_yeaD	HM86	1	2977122
15620_gcvR	HM14	1	2471816
15620_gcvR	HM17	1	3980014
15620_gcvR	HM1	1	2187660
15620_gcvR	HM3	1	861184
15620_gcvR	HM43	1	3722614
15620_gcvR	HM54	1	4516358
15620_gcvR	HM56	1	2178216
15620_gcvR	HM57	1	1340549
15620_gcvR	HM66	1	1279280
15620_gcvR	HM68	1	1906585
15620_gcvR	HM6	1	1261457
15620_gcvR	HM7	1	1881212
15620_gcvR	HM86	1	2155046
17027_walR	HM14	1	4017632
17027_walR	HM17	1	2359653
17027_walR	HM1	1	3811478
17027_walR	HM3	1	2358622
17027_walR	HM43	1	2141936
17027_walR	HM54	1	994190
17027_walR	HM56	1	553194
17027_walR	HM57	1	3025069
17027_walR	HM66	1	2846765
17027_walR	HM68	1	3493174
17027_walR	HM6	1	3015776
17027_walR	HM7	1	3490153
17027_walR	HM86	1	491298
16204_rpoD	HM14	1	3127678
16204_rpoD	HM17	1	3280594
16204_rpoD	HM1	1	2886742
16204_rpoD	HM3	1	1478415
16204_rpoD	HM43	1	3051020
16204_rpoD	HM54	1	66537
16204_rpoD	HM56	1	1465558
16204_rpoD	HM57	1	2101669
16204_rpoD	HM66	1	1936949
16204_rpoD	HM68	1	2556827
16204_rpoD	HM6	1	2037963
16204_rpoD	HM7	1	2585654
16204_rpoD	HM86	1	1402842
15133_sbcB	HM14	1	1990848
15133_sbcB	HM17	1	4476286
15133_sbcB	HM1	1	1653606
15133_sbcB	HM3	1	323881
15133_sbcB	HM43	1	4216743
15133_sbcB	HM54	1	3929987
15133_sbcB	HM56	1	2662520
15133_sbcB	HM57	1	843173
15133_sbcB	HM66	1	790516
15133_sbcB	HM68	1	1422301
15133_sbcB	HM6	1	766242
15133_sbcB	HM7	1	1385772
15133_sbcB	HM86	1	2644175
15267_pbpG_1	HM14	1	2129364
15267_pbpG_1	HM17	1	4334662
15267_pbpG_1	HM1	1	1833440
15267_pbpG_1	HM3	1	474775
15267_pbpG_1	HM43	1	4066222
15267_pbpG_1	HM54	1	4068156
15267_pbpG_1	HM56	1	2523647
15267_pbpG_1	HM57	1	985553
15267_pbpG_1	HM66	1	930758
15267_pbpG_1	HM68	1	1562449
15267_pbpG_1	HM6	1	907807
15267_pbpG_1	HM7	1	1537031
15267_pbpG_1	HM86	1	2501577
17765_dnaQ	HM14	1	36861
17765_dnaQ	HM17	1	1542175
17765_dnaQ	HM1	1	4655528
17765_dnaQ	HM3	1	3182434
17765_dnaQ	HM43	1	1298592
17765_dnaQ	HM54	1	1920537
17765_dnaQ	HM56	1	4539106
17765_dnaQ	HM57	1	3966273
17765_dnaQ	HM66	1	3656002
17765_dnaQ	HM68	1	4414768
17765_dnaQ	HM6	1	3897708
17765_dnaQ	HM7	1	4258637
