gene_id	genome	contig	contig_location
16450_rpsG	HM17	1	3030390
16450_rpsG	HM1	1	3122894
16450_rpsG	HM3	1	1724661
16450_rpsG	HM43	1	2799629
16450_rpsG	HM54	1	324108
16450_rpsG	HM56	1	1212693
16450_rpsG	HM57	1	2354573
16450_rpsG	HM66	1	2194540
16450_rpsG	HM68	1	2808970
16450_rpsG	HM6	1	2290356
16450_rpsG	HM7	1	2833855
16450_rpsG	HM86	1	1145555
16451_rpsL	HM14	1	3355949
16451_rpsL	HM17	1	3029919
16451_rpsL	HM1	1	3123461
16451_rpsL	HM3	1	1725228
16451_rpsL	HM43	1	2799158
16451_rpsL	HM54	1	324675
16451_rpsL	HM56	1	1212222
16451_rpsL	HM57	1	2355140
16451_rpsL	HM66	1	2195107
16451_rpsL	HM68	1	2809537
16451_rpsL	HM6	1	2290923
16451_rpsL	HM7	1	2834422
16451_rpsL	HM86	1	1145084
16512_rps1	HM14	1	3419955
16512_rps1	HM17	1	2969290
16512_rps1	HM1	1	3181331
16512_rps1	HM3	1	1783200
16512_rps1	HM43	1	2738532
16512_rps1	HM54	1	382562
16512_rps1	HM56	1	1152403
16512_rps1	HM57	1	2413821
16512_rps1	HM66	1	2252985
16512_rps1	HM68	1	2867431
16512_rps1	HM6	1	2350368
16512_rps1	HM7	1	2892458
16512_rps1	HM86	1	1085265
16752_rpmG	HM14	1	3697817
16752_rpmG	HM17	1	2693458
16752_rpmG	HM1	1	3488652
16752_rpmG	HM3	1	2061218
16752_rpmG	HM43	1	2462434
16752_rpmG	HM54	1	671533
16752_rpmG	HM56	1	879875
16752_rpmG	HM57	1	2691815
16752_rpmG	HM66	1	2532304
16752_rpmG	HM68	1	3140655
16752_rpmG	HM6	1	2621873
16752_rpmG	HM7	1	3173463
16752_rpmG	HM86	1	815437
16753_rpmB	HM14	1	3698005
16753_rpmB	HM17	1	2693201
16753_rpmB	HM1	1	3488840
16753_rpmB	HM3	1	2061406
16753_rpmB	HM43	1	2462177
16753_rpmB	HM54	1	671721
16753_rpmB	HM56	1	879618
16753_rpmB	HM57	1	2692003
16753_rpmB	HM66	1	2532492
16753_rpmB	HM68	1	3140843
16753_rpmB	HM6	1	2622061
16753_rpmB	HM7	1	3173651
16753_rpmB	HM86	1	815180
16826_rpmH	HM14	1	3785213
16826_rpmH	HM17	1	2598789
16826_rpmH	HM1	1	3586178
16826_rpmH	HM3	1	2135120
16826_rpmH	HM43	1	2386091
16826_rpmH	HM54	1	747657
16826_rpmH	HM56	1	802819
16826_rpmH	HM57	1	2786519
16826_rpmH	HM66	1	2608376
16826_rpmH	HM68	1	3257637
16826_rpmH	HM6	1	2781613
16826_rpmH	HM7	1	3260524
16826_rpmH	HM86	1	727319
17051_rpmE	HM14	1	4039673
17051_rpmE	HM17	1	2338063
17051_rpmE	HM1	1	3865114
17051_rpmE	HM3	1	2380664
17051_rpmE	HM43	1	2120346
17051_rpmE	HM54	1	1049555
17051_rpmE	HM56	1	530043
17051_rpmE	HM57	1	3047145
17051_rpmE	HM66	1	2868841
17051_rpmE	HM68	1	3548813
17051_rpmE	HM6	1	3037853
17051_rpmE	HM7	1	3512194
17051_rpmE	HM86	1	469708
17095_rplK	HM14	1	4099268
17095_rplK	HM17	1	2273963
17095_rplK	HM1	1	3918869
17095_rplK	HM3	1	2440331
17095_rplK	HM43	1	2056264
17095_rplK	HM54	1	1114509
17095_rplK	HM56	1	473607
17095_rplK	HM57	1	3111034
17095_rplK	HM66	1	2932735
17095_rplK	HM68	1	3612691
17095_rplK	HM6	1	3094165
17095_rplK	HM7	1	3571698
17095_rplK	HM86	1	405607
17096_rplA	HM14	1	4099700
17096_rplA	HM17	1	2273255
17096_rplA	HM1	1	3919301
17096_rplA	HM3	1	2440763
17096_rplA	HM43	1	2055556
17096_rplA	HM54	1	1114941
17096_rplA	HM56	1	472899
17096_rplA	HM57	1	3111466
17096_rplA	HM66	1	2933167
17096_rplA	HM68	1	3613123
17096_rplA	HM6	1	3094597
17096_rplA	HM7	1	3572130
17096_rplA	HM86	1	404899
17097_rplJ	HM14	1	4100817
17097_rplJ	HM17	1	2272466
17097_rplJ	HM1	1	3920297
17097_rplJ	HM3	1	2441880
17097_rplJ	HM43	1	2054767
17097_rplJ	HM54	1	1115937
17097_rplJ	HM56	1	472110
17097_rplJ	HM57	1	3112462
17097_rplJ	HM66	1	2934163
17097_rplJ	HM68	1	3614119
17097_rplJ	HM6	1	3095593
17097_rplJ	HM7	1	3573246
17097_rplJ	HM86	1	404110
17098_rplL	HM14	1	4101381
17098_rplL	HM17	1	2272034
17098_rplL	HM1	1	3920861
17098_rplL	HM3	1	2442444
17098_rplL	HM43	1	2054335
17098_rplL	HM54	1	1116501
17098_rplL	HM56	1	471678
17098_rplL	HM57	1	3113026
17098_rplL	HM66	1	2934727
17098_rplL	HM68	1	3614683
17098_rplL	HM6	1	3096157
17098_rplL	HM7	1	3573810
17098_rplL	HM86	1	403678
17274_rsgA	HM14	1	4305084
17274_rsgA	HM17	1	2037795
17274_rsgA	HM1	1	4172236
17274_rsgA	HM3	1	2646780
17274_rsgA	HM43	1	1831094
17274_rsgA	HM54	1	1404007
17274_rsgA	HM56	1	223267
17274_rsgA	HM57	1	3491676
17274_rsgA	HM66	1	3159165
17274_rsgA	HM68	1	3930853
17274_rsgA	HM6	1	3343988
17274_rsgA	HM7	1	3778760
17274_rsgA	HM86	1	127854
17310_rpsF	HM14	1	4344901
17310_rpsF	HM17	1	2003889
17310_rpsF	HM1	1	4206929
17310_rpsF	HM3	1	2681442
17310_rpsF	HM43	1	1797188
17310_rpsF	HM54	1	1443780
17310_rpsF	HM56	1	189360
17310_rpsF	HM57	1	3457768
17310_rpsF	HM66	1	3193730
17310_rpsF	HM68	1	3965418
17310_rpsF	HM6	1	3378553
17310_rpsF	HM7	1	3813417
17310_rpsF	HM86	1	93940
17312_rpsR	HM14	1	4345622
17312_rpsR	HM17	1	2003336
17312_rpsR	HM1	1	4207650
17312_rpsR	HM3	1	2682163
17312_rpsR	HM43	1	1796635
17312_rpsR	HM54	1	1444501
17312_rpsR	HM56	1	188808
17312_rpsR	HM57	1	3457215
17312_rpsR	HM66	1	3194451
17312_rpsR	HM68	1	3966139
17312_rpsR	HM6	1	3379274
17312_rpsR	HM7	1	3814138
17312_rpsR	HM86	1	93387
17313_rplI	HM14	1	4345891
17313_rplI	HM17	1	2002845
17313_rplI	HM1	1	4207919
17313_rplI	HM3	1	2682432
17313_rplI	HM43	1	1796144
17313_rplI	HM54	1	1444770
17313_rplI	HM56	1	188317
17313_rplI	HM57	1	3456724
17313_rplI	HM66	1	3194720
17313_rplI	HM68	1	3966408
17313_rplI	HM6	1	3379543
17313_rplI	HM7	1	3814407
17313_rplI	HM86	1	92896
17580_rpsT	HM14	1	4576651
17580_rpsT	HM17	1	1763818
17580_rpsT	HM1	1	4441569
17580_rpsT	HM3	1	2969604
17580_rpsT	HM43	1	1517233
17580_rpsT	HM54	1	1702131
17580_rpsT	HM56	1	4765660
17580_rpsT	HM57	1	3745082
17580_rpsT	HM66	1	3437527
17580_rpsT	HM68	1	4196694
17580_rpsT	HM6	1	3670212
17580_rpsT	HM7	1	4044486
17580_rpsT	HM86	1	4792273
17722_rpsB	HM14	1	4745721
17722_rpsB	HM17	1	1589706
17722_rpsB	HM1	1	4609299
17722_rpsB	HM3	1	3135949
17722_rpsB	HM43	1	1344698
17722_rpsB	HM54	1	1874449
17722_rpsB	HM56	1	4585206
17722_rpsB	HM57	1	3918752
17722_rpsB	HM66	1	3609909
17722_rpsB	HM68	1	4368685
17722_rpsB	HM6	1	3851609
17722_rpsB	HM7	1	4210880
17722_rpsB	HM86	1	4619056
17881_ykgO	HM14	1	107926
17881_ykgO	HM17	1	1352613
17881_ykgO	HM1	1	4778886
17881_ykgO	HM3	1	3291357
17881_ykgO	HM43	1	1191593
17881_ykgO	HM54	1	2034843
17881_ykgO	HM56	1	4408733
17881_ykgO	HM57	1	4102562
17881_ykgO	HM66	1	3828130
17881_ykgO	HM68	1	4542692
17881_ykgO	HM6	1	3979992
17881_ykgO	HM7	1	4378889
17881_ykgO	HM86	1	4501259
17882_ykgM	HM14	1	108066
17882_ykgM	HM17	1	1352347
17882_ykgM	HM1	1	4779026
17882_ykgM	HM3	1	3291497
17882_ykgM	HM43	1	1191327
17882_ykgM	HM54	1	2034983
17882_ykgM	HM56	1	4408467
17882_ykgM	HM57	1	4102702
17882_ykgM	HM66	1	3828270
17882_ykgM	HM68	1	4542832
17882_ykgM	HM6	1	3980132
17882_ykgM	HM7	1	4379029
17882_ykgM	HM86	1	4500993
18114_ribosome-associated_protein	HM14	1	364824
18114_ribosome-associated_protein	HM17	1	1115161
18114_ribosome-associated_protein	HM1	1	5060409
18114_ribosome-associated_protein	HM3	1	3551775
18114_ribosome-associated_protein	HM43	1	950080
18114_ribosome-associated_protein	HM54	1	2279049
18114_ribosome-associated_protein	HM56	1	4172034
18114_ribosome-associated_protein	HM57	1	4340061
18114_ribosome-associated_protein	HM66	1	4069684
18114_ribosome-associated_protein	HM68	1	4781503
18114_ribosome-associated_protein	HM6	1	4227218
18114_ribosome-associated_protein	HM7	1	4632600
18114_ribosome-associated_protein	HM86	1	4258643
18460_rpsA	HM14	1	852475
18460_rpsA	HM17	1	760636
18460_rpsA	HM1	1	413991
18460_rpsA	HM3	1	3937438
18460_rpsA	HM43	1	586624
18460_rpsA	HM54	1	2645433
18460_rpsA	HM56	1	3808467
18460_rpsA	HM57	1	4693154
18460_rpsA	HM66	1	4432973
18460_rpsA	HM68	1	199286
18460_rpsA	HM6	1	4687823
18460_rpsA	HM7	1	220428
18460_rpsA	HM86	1	3890282
18634_rpmF	HM14	1	1037695
18634_rpmF	HM17	1	487429
18634_rpmF	HM1	1	578034
18634_rpmF	HM3	1	4122104
18634_rpmF	HM43	1	429983
18634_rpmF	HM54	1	2810850
18634_rpmF	HM56	1	3645873
18634_rpmF	HM57	1	4857522
18634_rpmF	HM66	1	4747483
18634_rpmF	HM68	1	427008
18634_rpmF	HM6	1	4851934
18634_rpmF	HM7	1	404695
18634_rpmF	HM86	1	3640056
18674_ycfD	HM14	1	1120552
18674_ycfD	HM17	1	400111
18674_ycfD	HM1	1	619222
18674_ycfD	HM3	1	4161883
18674_ycfD	HM43	1	388563
18674_ycfD	HM54	1	2897140
18674_ycfD	HM56	1	3605177
18674_ycfD	HM57	1	4944016
18674_ycfD	HM66	1	4836225
18674_ycfD	HM68	1	466774
18674_ycfD	HM6	1	4891696
18674_ycfD	HM7	1	469147
18674_ycfD	HM86	1	3599377
18981_sra	HM14	1	1428858
18981_sra	HM17	1	42260
18981_sra	HM1	1	1027638
18981_sra	HM3	1	4489133
18981_sra	HM43	1	40971
18981_sra	HM54	1	3283677
18981_sra	HM56	1	3200747
18981_sra	HM57	1	184590
18981_sra	HM66	1	115807
18981_sra	HM68	1	811858
18981_sra	HM6	1	193412
18981_sra	HM7	1	811069
18981_sra	HM86	1	3248127
60374_ydaF	HM7	1	382937
62929_rplB_1	HM7	1	2825895
